Date,OPEN,VOLUME,TodaysOpenGreaterThanNextWeekAverage(Classifier),AverageChangeLast-5,AverageChangeLast-10,AverageChangeLast-30
2/13/2014,90.59,9775300.00,1.00,0.85,-3.24,-4.55
2/12/2014,91.01,10752400.00,1.00,-0.24,-3.77,-5.28
2/11/2014,89.56,13422800.00,1.00,-0.47,-3.70,-4.63
2/10/2014,90.45,12237700.00,1.00,-1.91,-2.89,-2.44
2/7/2014,90.12,12573800.00,1.00,-2.53,-3.57,-1.06
2/6/2014,89.51,13646100.00,1.00,-2.84,-3.92,-1.44
2/5/2014,90.31,16393600.00,1.00,-2.66,-4.72,-1.52
2/4/2014,90.37,17414400.00,0.00,-1.96,-3.56,-1.32
2/3/2014,91.92,20377900.00,0.00,-0.71,-3.26,1.07
1/31/2014,92.85,17361400.00,0.00,-1.28,-2.19,1.63
1/30/2014,94.00,14628400.00,0.00,-1.75,-2.08,2.48
1/29/2014,94.93,13191500.00,0.00,-2.83,-1.32,3.63
1/28/2014,95.35,10773600.00,0.00,-1.95,-2.14,4.25
1/27/2014,95.08,12474600.00,0.00,-1.71,-1.66,3.35
1/24/2014,96.18,14584300.00,0.00,-0.50,-1.38,2.86
1/23/2014,97.25,15393200.00,0.00,-0.51,-2.00,2.77
1/22/2014,98.88,11642800.00,0.00,0.10,-0.10,3.68
1/21/2014,98.57,13847300.00,0.00,-1.00,-0.31,4.43
1/17/2014,99.18,15998000.00,0.00,-0.81,-0.11,4.16
1/16/2014,98.79,9421700.00,0.00,-0.85,-0.43,4.60
1/15/2014,99.16,9425500.00,0.00,-1.45,-0.50,4.76
1/14/2014,98.80,9265000.00,0.00,0.52,-1.42,4.19
1/13/2014,99.91,12110900.00,0.00,0.41,-0.84,3.32
1/10/2014,99.99,10535400.00,0.00,0.38,1.02,2.72
1/9/2014,100.20,11674300.00,0.00,-0.03,2.06,2.11
1/8/2014,101.19,11180400.00,0.00,-0.25,1.16,2.17
1/7/2014,99.61,11187000.00,0.00,-1.44,0.53,2.06
1/6/2014,99.94,11848500.00,1.00,-0.78,0.40,1.00
1/3/2014,99.77,9295600.00,1.00,1.31,2.47,1.21
1/2/2014,100.18,11028100.00,1.00,2.30,2.58,0.49
12/31/2013,100.49,8509600.00,0.00,1.09,2.93,2.12
12/30/2013,101.53,9007900.00,0.00,0.37,3.58,3.35
12/27/2013,101.24,10209000.00,0.00,-0.15,3.59,3.52
12/26/2013,99.42,9531200.00,1.00,1.65,2.05,2.79
12/24/2013,98.33,4168300.00,1.00,1.56,1.18,2.40
12/23/2013,99.00,10127600.00,1.00,2.04,0.86,3.26
12/20/2013,99.39,23331000.00,1.00,2.52,1.54,2.20
12/19/2013,99.50,12905900.00,1.00,2.34,1.91,2.21
12/18/2013,97.43,21331300.00,1.00,0.40,1.30,3.04
12/17/2013,97.02,14920900.00,1.00,-0.33,1.65,4.22
12/16/2013,96.28,23226000.00,1.00,-0.65,1.61,4.24
12/13/2013,95.13,10629500.00,1.00,0.39,1.05,4.34
12/12/2013,94.50,15562600.00,1.00,1.05,0.18,4.60
12/11/2013,95.38,12811800.00,1.00,1.01,-0.20,4.94
12/10/2013,95.90,9868100.00,1.00,1.34,-0.73,5.31
12/9/2013,95.95,15516700.00,0.00,1.20,-0.56,4.65
12/6/2013,94.97,12063400.00,1.00,0.39,-0.55,4.66
12/5/2013,94.07,10586000.00,1.00,-0.39,-1.39,4.90
12/4/2013,94.19,13074000.00,1.00,-0.86,-0.97,4.91
12/3/2013,93.60,12599500.00,1.00,-1.18,-1.44,4.46
12/2/2013,93.27,9310500.00,1.00,-0.63,0.57,4.07
11/29/2013,93.65,6770500.00,1.00,-0.28,2.01,4.43
11/27/2013,94.36,8828100.00,0.00,-1.00,2.35,3.86
11/26/2013,94.75,11857900.00,0.00,-0.42,1.74,3.62
11/25/2013,95.21,10515100.00,0.00,-0.93,1.35,4.33
11/22/2013,94.96,8534700.00,0.00,0.95,2.17,4.67
11/21/2013,94.85,9128400.00,0.00,2.13,1.06,4.77
11/20/2013,95.75,10455400.00,0.00,2.17,1.13,4.62
11/19/2013,95.40,12697300.00,0.00,1.17,1.87,3.78
11/18/2013,95.98,14243700.00,0.00,0.49,2.87,3.75
11/15/2013,94.15,18374500.00,1.00,1.03,2.59,2.71
11/14/2013,92.68,7909200.00,1.00,-0.06,2.52,2.73
11/13/2013,92.22,9280000.00,1.00,0.29,2.62,2.80
11/12/2013,92.67,10727300.00,1.00,1.23,2.76,2.34
11/11/2013,92.85,7924700.00,1.00,2.40,2.91,2.04
11/8/2013,91.80,12330100.00,1.00,2.08,2.04,1.05
11/7/2013,92.64,16572100.00,1.00,1.90,1.93,0.34
11/6/2013,92.42,13464600.00,1.00,1.50,1.83,-0.06
11/5/2013,91.34,21122500.00,1.00,1.41,1.66,-0.21
11/4/2013,90.00,20591600.00,1.00,1.25,0.96,-1.05
11/1/2013,89.74,19023500.00,1.00,0.48,0.55,-2.33
10/31/2013,89.45,19185200.00,1.00,0.49,0.89,-2.45
10/30/2013,88.97,14305900.00,1.00,0.71,0.39,-1.70
10/29/2013,88.45,10340000.00,1.00,0.75,0.19,-1.50
10/28/2013,87.83,9921900.00,1.00,0.34,1.08,-1.65
10/25/2013,88.23,11382000.00,1.00,0.07,1.59,-0.91
10/24/2013,87.98,12288900.00,1.00,0.44,1.73,-1.36
10/23/2013,87.52,11449100.00,1.00,0.03,1.66,-0.61
10/22/2013,87.29,12710600.00,1.00,-0.20,0.90,-1.14
10/21/2013,87.50,10730900.00,1.00,0.84,1.06,-0.05
10/18/2013,87.69,12425100.00,1.00,1.33,0.20,-0.21
10/17/2013,87.13,10438200.00,1.00,1.42,0.27,-0.79
10/16/2013,87.48,11668100.00,1.00,1.16,0.44,0.28
10/15/2013,87.47,12018000.00,1.00,0.39,0.12,-0.40
10/14/2013,86.51,9742100.00,1.00,0.34,-0.11,-0.10
10/11/2013,85.90,12661800.00,1.00,-0.52,-0.90,-1.33
10/10/2013,85.52,17532400.00,1.00,-0.36,-1.35,0.11
10/9/2013,85.35,13575100.00,1.00,0.11,-1.34,0.83
10/8/2013,85.86,15335700.00,1.00,-0.03,-1.16,0.00
10/7/2013,85.57,10985800.00,1.00,-0.07,-1.67,0.40
10/4/2013,86.31,11325500.00,0.00,-0.75,-2.68,0.99
10/3/2013,86.04,13923400.00,0.00,-0.98,-2.41,0.66
10/2/2013,85.75,11841400.00,0.00,-0.96,-1.33,0.50
10/1/2013,85.99,11885100.00,0.00,-0.69,-0.84,-0.16
9/30/2013,86.06,17486100.00,0.00,-1.05,-0.74,-0.29
9/27/2013,86.85,10867100.00,0.00,-1.93,0.13,-0.89
9/26/2013,87.40,9787100.00,0.00,-1.60,-0.21,-1.51
9/25/2013,87.59,13577400.00,0.00,-0.38,0.67,-1.95
9/24/2013,87.59,12129200.00,0.00,0.13,0.19,-2.44
9/23/2013,88.29,12227700.00,0.00,0.15,1.28,-3.11
9/20/2013,89.53,20651100.00,0.00,0.82,0.99,-3.74
9/19/2013,89.64,11757500.00,0.00,0.12,0.23,-2.92
9/18/2013,88.91,15134700.00,0.00,0.69,1.10,-3.01
9/17/2013,88.71,8941200.00,0.00,-0.06,0.23,-3.01
9/16/2013,88.88,9421300.00,0.00,0.88,0.39,-3.94
9/13/2013,88.15,8254200.00,1.00,0.50,-0.97,-4.03
9/12/2013,88.59,10917200.00,1.00,-0.20,0.47,-5.07
9/11/2013,87.88,11201200.00,1.00,0.63,0.93,-5.20
9/10/2013,88.40,11823100.00,1.00,-0.19,-0.03,-5.28
9/9/2013,87.34,9297000.00,1.00,-0.06,0.27,-5.32
9/6/2013,87.49,12950600.00,1.00,-1.29,0.81,-4.98
9/5/2013,88.06,11740100.00,0.00,0.36,0.35,-5.34
9/4/2013,87.01,9822300.00,1.00,0.83,0.08,-4.65
9/3/2013,87.70,10546700.00,1.00,-0.06,-0.64,-4.40
8/30/2013,87.39,12480400.00,1.00,0.36,-0.75,-3.95
8/29/2013,88.63,11407800.00,0.00,0.87,-1.31,-2.83
8/28/2013,87.28,17738800.00,1.00,0.02,-1.98,-2.43
8/27/2013,86.62,13960200.00,1.00,-0.16,-2.23,-1.85
8/26/2013,87.50,10654700.00,0.00,-0.89,-2.53,-1.64
8/23/2013,87.15,9206400.00,1.00,-1.00,-2.98,-1.50
8/22/2013,86.58,10199900.00,1.00,-1.41,-3.23,-1.84
8/21/2013,86.95,12766900.00,1.00,-1.59,-1.99,-1.11
8/20/2013,87.13,16498800.00,1.00,-1.58,-1.68,-0.25
8/19/2013,87.82,11745600.00,0.00,-1.57,-1.30,0.60
8/16/2013,88.01,11872500.00,0.00,-1.78,-1.93,1.59
8/15/2013,88.66,11273400.00,0.00,-1.78,-1.71,2.14
8/14/2013,89.34,9797300.00,0.00,-0.55,-2.47,2.46
8/13/2013,89.85,10892700.00,0.00,-0.29,-2.32,2.47
8/12/2013,90.43,10133700.00,0.00,-0.04,-2.19,3.02
8/9/2013,91.20,9467800.00,0.00,-0.83,-2.05,2.61
8/8/2013,91.93,11529500.00,0.00,-0.87,-1.65,3.36
8/7/2013,91.18,8163800.00,0.00,-1.63,-1.90,3.13
8/6/2013,91.33,11689200.00,0.00,-1.45,-1.08,3.66
8/5/2013,91.42,12625900.00,0.00,-1.26,-0.77,2.78
8/2/2013,92.46,14408600.00,0.00,-0.95,-0.26,2.20
8/1/2013,92.69,23117700.00,0.00,-0.42,0.79,0.59
7/31/2013,93.93,14400800.00,0.00,-0.79,1.00,0.96
7/30/2013,94.22,10470700.00,0.00,-0.06,1.32,1.28
7/29/2013,94.51,8844700.00,0.00,0.09,1.24,0.97
7/26/2013,94.77,9721000.00,0.00,0.34,1.04,2.39
7/25/2013,94.69,10059800.00,0.00,1.11,0.32,0.71
7/24/2013,95.31,8222800.00,0.00,1.05,0.63,1.31
7/23/2013,94.86,7377400.00,0.00,1.04,1.08,-0.38
7/22/2013,94.87,9530400.00,0.00,0.72,1.50,0.55
7/19/2013,94.69,14431700.00,1.00,0.31,2.00,1.83
7/18/2013,93.80,10555400.00,1.00,-0.46,2.11,0.44
7/17/2013,93.56,9393300.00,1.00,-0.07,2.08,-0.15
7/16/2013,93.19,11413500.00,1.00,0.58,1.76,0.44
7/15/2013,93.19,8256200.00,1.00,1.06,2.01,-1.07
7/12/2013,93.25,11370300.00,1.00,1.55,1.29,-1.14
7/11/2013,93.80,16184700.00,1.00,1.50,1.76,-0.97
7/10/2013,93.28,12430000.00,1.00,1.33,1.23,-2.16
7/9/2013,92.64,12940000.00,1.00,0.70,1.37,-0.66
7/8/2013,91.96,12086700.00,1.00,0.86,0.29,-1.00
7/5/2013,91.10,8917900.00,1.00,0.16,-0.45,-2.11
7/3/2013,90.63,5674000.00,1.00,0.81,-1.97,-1.88
7/2/2013,90.37,12320700.00,1.00,0.34,-1.41,-0.75
7/1/2013,90.39,13182200.00,1.00,0.61,-0.89,-0.16
6/28/2013,89.85,22984200.00,1.00,-0.38,-1.06,0.12
6/27/2013,90.24,12348000.00,1.00,-1.06,0.60,0.32
6/26/2013,89.42,14446000.00,1.00,-2.37,-0.91,0.85
6/25/2013,89.58,15790100.00,1.00,-1.37,-0.02,1.23
6/24/2013,88.95,17653000.00,1.00,-0.38,-1.31,0.22
6/21/2013,89.76,25493800.00,0.00,-0.35,-0.07,0.00
6/20/2013,90.24,21077700.00,0.00,1.64,1.49,0.18
6/19/2013,91.79,14189500.00,0.00,-0.11,0.12,0.61
6/18/2013,91.36,10678200.00,0.00,0.34,-0.49,0.94
6/17/2013,90.97,12026400.00,0.00,-1.28,0.15,2.14
6/14/2013,91.16,12158400.00,0.00,-0.07,-1.28,3.09
6/13/2013,89.63,13501300.00,1.00,1.15,-1.22,2.43
6/12/2013,91.13,10864500.00,0.00,-0.10,-0.78,2.66
6/11/2013,90.38,10739400.00,1.00,-0.53,-1.77,2.59
6/10/2013,91.93,10372300.00,0.00,0.19,-0.17,2.93
6/7/2013,90.89,12504700.00,0.00,-1.43,-0.45,1.74
6/6/2013,89.45,15393300.00,1.00,-1.08,-1.39,1.15
6/5/2013,90.68,12888000.00,1.00,-0.38,-0.91,2.20
6/4/2013,91.18,12481300.00,0.00,-1.24,0.32,2.89
6/3/2013,90.53,14177500.00,1.00,0.33,0.89,3.10
5/31/2013,91.95,17917400.00,0.00,0.27,1.18,3.96
5/30/2013,91.97,9734700.00,0.00,-0.84,1.26,3.83
5/29/2013,91.76,11563200.00,0.00,-0.53,1.65,2.67
5/28/2013,92.94,15197800.00,0.00,0.56,1.77,1.37
5/24/2013,91.38,12771900.00,1.00,1.14,0.56,0.70
5/23/2013,91.70,15357300.00,0.00,1.19,0.22,0.54
5/22/2013,92.83,19253300.00,0.00,1.16,0.26,0.92
5/21/2013,92.67,12519900.00,0.00,1.32,0.53,0.55
5/20/2013,91.61,12417700.00,1.00,1.18,0.70,0.00
5/17/2013,91.07,12721300.00,1.00,-0.21,1.78,0.41
5/16/2013,90.80,10469600.00,1.00,-0.42,2.59,-1.11
5/15/2013,90.64,10399400.00,1.00,-0.23,1.68,-1.71
5/14/2013,90.15,9890300.00,1.00,0.20,1.72,-1.67
5/13/2013,89.80,9810100.00,1.00,0.67,1.54,-1.18
5/10/2013,90.87,10975400.00,1.00,1.90,1.77,-1.69
5/9/2013,91.14,13771900.00,0.00,2.44,0.40,-0.63
5/8/2013,91.05,13638300.00,0.00,1.06,-0.39,-0.53
5/7/2013,90.62,11088900.00,1.00,0.89,0.48,-0.69
5/6/2013,90.25,10613400.00,1.00,0.41,1.01,0.36
5/3/2013,89.00,13036600.00,1.00,0.46,1.10,0.58
5/2/2013,87.98,11330100.00,1.00,-0.73,1.89,-0.25
5/1/2013,88.52,11616500.00,1.00,-0.91,1.81,-0.15
4/30/2013,88.26,14572600.00,1.00,0.21,0.60,-0.01
4/29/2013,88.26,11093000.00,1.00,0.97,-0.68,-0.43
4/26/2013,87.81,10791800.00,1.00,1.20,-1.17,-0.58
4/25/2013,88.89,16328700.00,0.00,1.90,-1.12,-0.15
4/24/2013,89.45,13028800.00,0.00,1.30,-0.70,-0.59
4/23/2013,88.39,15567700.00,0.00,-0.22,-0.99,-0.15
4/22/2013,87.61,11262000.00,1.00,-1.64,-1.36,-0.12
4/19/2013,87.27,18393300.00,1.00,-1.92,-0.70,-0.70
4/18/2013,86.28,14730400.00,1.00,-1.47,-1.88,-0.57
4/17/2013,86.21,17341200.00,1.00,-0.45,-2.04,-0.34
4/16/2013,87.19,14578800.00,1.00,-0.26,-1.59,0.09
4/15/2013,88.29,19626200.00,0.00,-0.26,-0.70,0.25
4/12/2013,88.88,11505100.00,0.00,0.25,-1.10,-0.33
4/11/2013,88.95,14979900.00,0.00,-1.13,0.12,0.85
4/10/2013,88.45,14823700.00,0.00,-1.43,0.42,0.84
4/9/2013,88.69,10753400.00,0.00,-1.01,0.35,-0.57
4/8/2013,89.11,11013900.00,0.00,-0.12,1.52,0.31
4/5/2013,88.61,12771600.00,0.00,-0.41,1.71,0.52
4/4/2013,90.10,11582000.00,0.00,0.83,0.77,0.15
4/3/2013,90.65,12197100.00,0.00,1.02,0.70,0.73
4/2/2013,90.59,9991800.00,0.00,0.62,0.67,0.62
4/1/2013,90.13,9414200.00,0.00,1.43,0.06,0.78
3/28/2013,90.64,17485200.00,0.00,1.32,-0.17,0.61
3/27/2013,89.56,12350800.00,1.00,0.10,0.09,0.75
3/26/2013,89.41,12329600.00,1.00,-0.15,-0.44,0.59
3/25/2013,89.50,12900800.00,1.00,-0.05,0.01,0.42
3/22/2013,88.40,10786600.00,1.00,-0.50,-0.02,-0.32
3/21/2013,88.12,13447500.00,1.00,-0.37,-0.59,-0.43
3/20/2013,88.95,11319000.00,1.00,0.14,-0.46,-0.90
3/19/2013,88.89,11987900.00,1.00,-0.17,-0.24,-0.41
3/18/2013,88.74,11553700.00,1.00,0.35,0.13,-1.40
3/15/2013,89.20,29240100.00,0.00,0.27,0.19,-1.63
3/14/2013,89.41,13775500.00,0.00,-0.58,-0.43,-2.08
3/13/2013,89.02,10539900.00,0.00,-0.49,0.76,-2.04
3/12/2013,89.45,11470000.00,0.00,-0.28,0.70,-2.43
3/11/2013,89.01,12454800.00,1.00,0.03,-0.83,-2.25
3/8/2013,89.01,11896300.00,1.00,0.18,0.06,-1.48
3/7/2013,89.63,12905300.00,0.00,-0.25,0.27,-1.03
3/6/2013,89.60,13234400.00,0.00,0.91,-0.14,-0.76
3/5/2013,89.48,13072600.00,0.00,0.69,0.44,-0.54
3/4/2013,89.13,10994000.00,1.00,-0.94,0.35,-0.16
3/1/2013,89.07,11301600.00,1.00,-0.12,0.48,0.44
2/28/2013,89.67,14552000.00,0.00,-0.08,0.28,0.44
2/27/2013,88.50,11195200.00,1.00,-0.55,0.38,0.14
2/26/2013,88.50,15073200.00,1.00,0.22,0.26,0.66
2/25/2013,89.88,15302900.00,0.00,0.32,0.20,0.93
2/22/2013,89.02,10260200.00,0.00,0.41,-0.61,1.25
2/21/2013,88.79,10939800.00,1.00,0.31,-0.65,1.82
2/20/2013,89.14,13936400.00,0.00,0.42,-1.08,1.30
2/19/2013,88.54,12158900.00,1.00,0.11,-0.63,1.10
2/15/2013,88.57,15696900.00,1.00,0.01,-1.49,1.14
2/14/2013,88.34,13238900.00,1.00,-0.76,-1.59,1.82
2/13/2013,88.46,8940300.00,1.00,-0.69,-1.87,4.50
2/12/2013,88.25,9752100.00,1.00,-0.95,-1.58,3.33
2/11/2013,88.35,8764700.00,1.00,-0.30,-1.76,2.33
2/8/2013,88.50,11412300.00,1.00,-1.05,-1.35,2.12
2/7/2013,89.21,13463300.00,0.00,-0.95,-0.35,2.15
2/6/2013,89.37,11768700.00,0.00,-1.26,0.12,1.54
2/5/2013,89.88,11679700.00,0.00,-0.89,0.47,0.79
2/4/2013,89.41,13347300.00,0.00,-0.96,0.81,-0.39
2/1/2013,90.44,15699200.00,0.00,-0.52,1.16,0.38
1/31/2013,90.69,15991500.00,0.00,0.44,1.71,0.73
1/30/2013,91.17,15645400.00,0.00,0.83,1.60,1.01
1/29/2013,91.21,11700600.00,0.00,0.89,1.08,-0.26
1/28/2013,91.67,11617500.00,0.00,1.01,1.42,-0.24
1/25/2013,91.57,11090600.00,0.00,1.03,1.38,0.14
1/24/2013,90.88,11100000.00,0.00,1.26,1.41,0.08
1/23/2013,90.50,10906800.00,1.00,1.02,1.76,0.42
1/22/2013,90.27,11897500.00,1.00,0.46,0.97,0.73
1/18/2013,90.09,17196000.00,1.00,0.71,0.60,1.12
1/17/2013,89.76,13400300.00,1.00,0.71,0.47,0.91
1/16/2013,89.16,9645000.00,1.00,0.79,1.07,-0.33
1/15/2013,89.16,9195400.00,1.00,1.16,3.52,0.11
1/14/2013,89.46,9606700.00,1.00,0.34,2.01,-0.24
1/11/2013,88.97,11645600.00,1.00,0.02,0.79,1.55
1/10/2013,88.75,13099600.00,1.00,-0.05,0.42,-0.38
1/9/2013,88.40,10892200.00,1.00,0.74,0.38,-0.28
1/8/2013,87.82,14226400.00,1.00,3.10,-0.27,-0.19
1/7/2013,88.31,11799800.00,1.00,1.47,-0.90,0.25
1/4/2013,88.50,11427900.00,1.00,0.10,-2.11,0.50
1/3/2013,88.46,13268200.00,1.00,-0.35,-1.22,0.58
1/2/2013,87.79,16143700.00,1.00,-0.63,-0.81,1.77
12/31/2012,85.04,19810800.00,1.00,-1.02,-0.30,1.80
12/28/2012,86.10,13358700.00,1.00,-0.99,-1.11,1.18
12/27/2012,87.05,14258500.00,1.00,-1.83,-0.78,1.16
12/26/2012,87.21,10737800.00,1.00,-0.54,-0.11,0.65
12/24/2012,87.13,6385200.00,1.00,0.24,0.07,1.32
12/21/2012,87.66,33057000.00,0.00,0.77,0.62,-0.35
12/20/2012,88.38,15789000.00,0.00,-0.45,0.94,-2.34
12/19/2012,89.54,15092500.00,0.00,-0.18,1.36,-2.85
12/18/2012,88.75,15396600.00,0.00,0.18,1.01,-2.00
12/17/2012,88.36,15672500.00,0.00,0.12,-0.29,-3.67
12/14/2012,88.00,13363600.00,1.00,0.64,0.20,-2.04
12/13/2012,89.16,12290300.00,0.00,0.93,-0.15,-2.74
12/12/2012,89.09,14729500.00,0.00,1.08,1.56,-2.23
12/11/2012,88.61,12634600.00,1.00,0.61,-0.48,-2.25
12/10/2012,88.58,11549400.00,1.00,-0.72,-0.37,-2.06
12/7/2012,88.17,10603100.00,1.00,-0.34,-0.25,-2.65
12/6/2012,87.76,12077000.00,1.00,-0.61,0.19,-3.05
12/5/2012,87.27,12717800.00,1.00,1.30,0.46,-4.80
12/4/2012,87.38,11980000.00,1.00,-0.54,0.62,-3.99
12/3/2012,88.55,10937300.00,0.00,-0.25,1.77,-3.45
11/30/2012,88.07,15522100.00,0.00,0.01,1.61,-2.58
11/29/2012,88.37,11579100.00,0.00,0.42,0.75,-1.93
11/28/2012,86.53,15959900.00,1.00,0.60,0.59,-1.80
11/27/2012,88.40,11841600.00,0.00,0.78,0.06,-1.92
11/26/2012,88.32,16423600.00,0.00,1.60,0.58,-2.07
11/23/2012,88.25,11931000.00,0.00,1.06,-1.28,-3.00
11/21/2012,87.81,13905300.00,1.00,0.02,-3.23,-2.16
11/20/2012,87.51,10288100.00,1.00,-0.19,-3.44,-2.43
11/19/2012,87.40,12911000.00,1.00,-0.78,-2.33,-1.77
11/16/2012,86.14,17405200.00,1.00,0.03,-3.66,-1.17
11/15/2012,86.09,13783600.00,1.00,-1.44,-1.61,-1.45
11/14/2012,86.75,14524100.00,1.00,-2.99,-1.88,-0.93
11/13/2012,86.75,12260300.00,1.00,-2.58,-0.99,-0.46
11/12/2012,87.27,9004300.00,0.00,-1.10,-0.75,-0.66
11/9/2012,86.61,13407000.00,1.00,-2.21,-0.34,-0.41
11/8/2012,88.27,13743000.00,0.00,0.21,-0.67,-0.65
11/7/2012,90.24,19423500.00,0.00,0.03,-0.81,0.28
11/6/2012,90.86,12026500.00,0.00,0.30,-2.66,-0.43
11/5/2012,90.04,11222600.00,0.00,0.19,-1.77,1.49
11/2/2012,91.76,12742400.00,0.00,0.25,-1.11,0.16
11/1/2012,90.25,15771900.00,0.00,-0.67,-0.30,0.21
10/31/2012,91.03,14848500.00,0.00,-1.01,0.27,-0.26
10/26/2012,90.56,11583000.00,1.00,-2.60,0.34,0.22
10/25/2012,90.63,10387200.00,1.00,-1.39,0.17,2.04
10/24/2012,90.49,11332500.00,1.00,-0.34,0.05,2.11
10/23/2012,91.13,14085500.00,0.00,0.83,-0.78,1.97
10/22/2012,91.67,11445400.00,0.00,1.23,-0.06,1.81
10/19/2012,93.57,15928100.00,0.00,1.04,-0.46,2.28
10/18/2012,92.97,11815500.00,0.00,0.33,-0.07,3.51
10/17/2012,92.62,10759100.00,0.00,-0.38,0.19,3.68
10/16/2012,91.89,9069300.00,0.00,-1.46,-0.35,3.69
10/15/2012,91.35,10651100.00,1.00,-0.54,0.01,3.27
10/12/2012,91.32,9943700.00,1.00,-0.68,0.36,3.38
10/11/2012,91.57,9789900.00,1.00,0.04,0.08,2.58
10/10/2012,91.80,15332500.00,1.00,0.61,0.21,2.98
10/9/2012,92.83,13799200.00,0.00,0.05,-0.22,2.33
10/8/2012,92.15,8765200.00,0.00,0.21,0.50,3.09
10/5/2012,92.59,9890100.00,0.00,0.30,-0.28,2.29
10/4/2012,92.08,11507100.00,0.00,-0.14,1.54,2.73
10/3/2012,91.65,10328100.00,1.00,-0.12,0.08,1.64
10/2/2012,92.12,9507800.00,0.00,-0.51,0.13,1.59
10/1/2012,91.79,10343500.00,1.00,0.31,-0.35,0.66
9/28/2012,91.48,12507600.00,1.00,-0.32,0.15,1.26
9/27/2012,91.83,10632700.00,1.00,1.52,1.89,1.14
9/26/2012,91.72,11616500.00,1.00,0.05,1.80,1.05
9/25/2012,92.11,14035800.00,0.00,0.08,1.46,1.00
9/24/2012,91.31,11023700.00,1.00,-0.41,1.16,1.32
9/21/2012,92.03,19599100.00,0.00,0.09,1.51,1.03
9/20/2012,90.14,12238400.00,1.00,1.82,2.63,1.01
9/19/2012,91.48,16302100.00,1.00,1.70,2.68,0.79
9/18/2012,91.43,10950100.00,1.00,1.17,2.42,0.98
9/17/2012,91.92,11893700.00,0.00,0.62,1.67,1.31
9/14/2012,91.50,21388800.00,1.00,0.69,1.39,2.07
9/13/2012,89.71,19870900.00,1.00,1.62,0.37,1.01
9/12/2012,89.63,9982900.00,1.00,1.55,0.73,0.57
9/11/2012,89.75,9349400.00,1.00,1.24,0.04,0.59
9/10/2012,89.82,10750700.00,1.00,0.52,0.81,1.21
9/7/2012,89.27,15623900.00,1.00,0.21,-0.09,2.13
9/6/2012,87.89,15713500.00,1.00,-0.70,0.38,2.42
9/5/2012,87.52,10113100.00,1.00,-0.05,-0.55,2.26
9/4/2012,87.33,10602900.00,1.00,-0.42,-0.40,2.61
8/31/2012,87.61,14178800.00,1.00,0.64,-1.11,1.49
8/30/2012,87.38,8915800.00,1.00,0.03,-0.26,1.31
8/29/2012,88.07,8377300.00,0.00,0.59,-0.25,1.93
8/28/2012,87.57,9646800.00,1.00,-0.48,-0.22,2.01
8/27/2012,88.07,8252100.00,0.00,-0.37,-0.11,2.27
8/24/2012,87.16,9762300.00,1.00,-1.12,0.36,2.57
8/23/2012,87.79,9666300.00,0.00,-0.15,0.28,3.50
8/22/2012,87.20,10160400.00,1.00,-0.09,0.42,3.32
8/21/2012,88.14,10767100.00,0.00,0.07,0.34,2.57
8/20/2012,88.07,8813700.00,0.00,0.18,0.62,1.99
8/17/2012,88.89,11177700.00,0.00,0.62,1.02,2.13
8/16/2012,88.19,11311300.00,0.00,0.36,1.71,0.96
8/15/2012,88.19,8510100.00,0.00,0.50,0.68,0.54
8/14/2012,88.17,8675700.00,0.00,0.32,0.19,0.70
8/13/2012,88.10,8716300.00,1.00,0.51,0.22,1.27
8/10/2012,87.67,11149000.00,1.00,0.81,0.81,3.21
8/9/2012,87.84,12213700.00,1.00,1.32,1.68,2.89
8/8/2012,87.75,12864500.00,1.00,0.12,1.79,4.00
8/7/2012,87.88,12399800.00,1.00,-0.44,1.39,4.07
8/6/2012,87.55,9626400.00,1.00,-0.33,1.58,2.43
8/3/2012,87.07,13982500.00,1.00,0.34,0.34,-0.11
8/2/2012,86.10,14530100.00,1.00,1.50,0.23,0.50
8/1/2012,87.02,14312300.00,1.00,1.58,0.84,1.09
7/31/2012,87.37,12212200.00,0.00,1.06,0.89,2.18
7/30/2012,87.28,11183500.00,0.00,1.00,0.98,1.98
7/27/2012,86.59,24079300.00,1.00,-0.37,1.17,3.51
7/26/2012,85.56,19149300.00,1.00,-0.58,1.97,3.23
7/25/2012,85.14,16566000.00,1.00,0.29,1.81,3.30
7/24/2012,85.21,13948300.00,1.00,0.68,1.06,2.28
7/23/2012,84.80,13597800.00,1.00,1.00,0.47,3.67
7/20/2012,85.87,16838300.00,1.00,1.28,0.61,2.60
7/19/2012,86.02,14902300.00,0.00,1.91,-0.52,5.00
7/18/2012,85.34,14203500.00,1.00,1.47,-0.87,5.50
7/17/2012,85.18,14059400.00,1.00,0.35,-0.66,4.73
7/16/2012,84.83,11269200.00,1.00,-0.37,0.05,4.72
7/13/2012,84.45,13642000.00,1.00,-0.25,1.93,2.48
7/12/2012,83.41,15566400.00,1.00,-1.03,1.69,1.13
7/11/2012,83.48,18337600.00,1.00,-1.01,2.79,-0.51
7/10/2012,84.08,14106100.00,1.00,-0.31,2.90,-0.76
7/9/2012,84.52,22361600.00,1.00,0.73,1.28,-0.23
7/6/2012,84.26,13259400.00,1.00,2.51,-1.35,0.18
7/5/2012,85.33,10797100.00,0.00,1.89,-0.77,-0.29
7/3/2012,85.69,9787700.00,0.00,2.41,-0.28,0.29
