Date,OPEN,VOLUME,TodaysOpenGreaterThanNextWeekAverage(Classifier),AverageChangeLast-5,AverageChangeLast-10,AverageChangeLast-30
9/17/2015,74.41,15603018.00,0.00,0.16,-0.12,-3.18
9/16/2015,73.51,15213416.00,0.00,-1.86,-0.48,-3.09
9/15/2015,72.44,11979773.00,1.00,-1.08,-1.27,-3.74
9/14/2015,72.31,10738538.00,1.00,-0.30,-1.45,-6.49
9/11/2015,72.40,12172259.00,1.00,-0.79,-0.40,-7.65
9/10/2015,72.81,12352653.00,1.00,-0.10,2.84,-6.30
9/9/2015,74.37,17246222.00,0.00,-0.23,1.83,-3.47
9/8/2015,73.72,13626717.00,0.00,-0.91,4.68,-2.81
9/4/2015,72.93,14902476.00,0.00,-0.83,-1.47,-4.49
9/3/2015,73.64,13451867.00,0.00,0.22,-3.29,-4.81
9/2/2015,73.10,16936777.00,0.00,3.32,-4.50,-5.15
9/1/2015,73.24,24086128.00,0.00,1.96,-4.94,-4.41
8/31/2015,74.27,19567271.00,0.00,3.98,-3.99,-4.41
8/28/2015,74.71,18991451.00,0.00,-2.72,-4.37,-4.52
8/27/2015,73.87,24564440.00,0.00,-4.67,-3.67,-4.92
8/26/2015,70.63,34431427.00,1.00,-5.44,-2.16,-4.01
8/25/2015,71.31,30405356.00,1.00,-4.62,-0.85,-3.30
8/24/2015,67.99,35527308.00,1.00,-2.01,0.07,-2.57
8/21/2015,74.10,25487180.00,0.00,-1.47,0.08,-2.21
8/20/2015,76.00,17811205.00,0.00,-0.34,1.05,-2.76
8/19/2015,77.51,17007779.00,0.00,1.05,0.21,-1.95
8/18/2015,78.53,9814707.00,0.00,1.40,0.13,-1.72
8/17/2015,77.93,9365433.00,0.00,1.32,-0.76,-1.83
8/14/2015,78.64,9129284.00,0.00,0.55,-3.65,-2.04
8/13/2015,78.32,13153341.00,0.00,1.05,-4.72,-2.41
8/12/2015,77.44,16909190.00,0.00,-0.20,-3.29,-2.72
8/11/2015,77.01,14486353.00,1.00,-0.28,-0.31,-1.85
8/10/2015,77.09,14872956.00,1.00,-1.24,0.21,-2.46
8/7/2015,77.55,12187623.00,1.00,-3.73,-1.41,-3.24
8/6/2015,76.94,13004623.00,1.00,-4.26,-1.67,-3.06
8/5/2015,77.87,16405599.00,1.00,-2.06,-1.83,-3.13
8/4/2015,77.88,18874419.00,0.00,1.48,-0.96,-3.03
8/3/2015,78.70,15760658.00,0.00,2.19,-0.81,-2.33
7/31/2015,81.67,26232661.00,0.00,0.41,-0.83,-2.00
7/30/2015,83.18,11138856.00,0.00,-0.54,-1.51,-2.17
7/29/2015,82.18,13913768.00,0.00,-1.43,-0.98,-0.90
7/28/2015,79.70,19777108.00,0.00,-1.17,-0.69,-0.58
7/27/2015,79.23,14996094.00,1.00,-0.89,-0.10,-1.47
7/24/2015,81.16,14887919.00,0.00,-0.72,0.15,-2.02
7/23/2015,81.73,10496096.00,0.00,-1.03,-0.59,-2.42
7/22/2015,82.35,13181363.00,0.00,-0.27,0.05,-1.78
7/21/2015,81.93,8668419.00,0.00,0.25,0.23,-0.56
7/20/2015,82.15,12956460.00,0.00,0.65,0.08,-0.43
7/17/2015,82.51,12152966.00,0.00,0.59,-0.24,-0.94
7/16/2015,83.18,8267647.00,0.00,-0.45,-0.78,-1.41
7/15/2015,82.61,9289210.00,0.00,0.01,-1.20,-1.22
7/14/2015,82.38,9204451.00,0.00,0.03,-0.54,-1.28
7/13/2015,82.11,8026658.00,1.00,-0.18,-1.17,-1.04
7/10/2015,82.09,8628634.00,1.00,-0.37,-2.02,-0.95
7/9/2015,82.87,11980543.00,0.00,-0.70,-1.75,-1.02
7/8/2015,82.25,10056994.00,1.00,-0.92,-1.77,-1.65
7/7/2015,82.19,15641385.00,1.00,-0.24,-1.71,-2.48
7/6/2015,82.42,11691105.00,0.00,-0.75,-0.98,-2.61
7/2/2015,82.79,9187997.00,0.00,-1.61,-0.62,-2.59
7/1/2015,83.28,13529076.00,0.00,-1.19,-0.61,-1.52
6/30/2015,83.74,14981145.00,0.00,-1.15,0.75,-2.23
6/29/2015,83.05,11738771.00,0.00,-0.85,1.12,-1.57
6/26/2015,83.83,19022853.00,0.00,-0.11,0.09,-1.60
6/25/2015,84.85,10249312.00,0.00,0.32,-0.52,-1.86
6/24/2015,84.89,11800118.00,0.00,0.10,-1.00,-1.39
6/23/2015,85.22,10223910.00,0.00,1.24,-0.50,-2.98
6/22/2015,85.39,9259980.00,0.00,1.23,0.58,-2.79
6/19/2015,84.92,16117040.00,0.00,-0.05,0.53,-2.24
6/18/2015,84.80,10247639.00,0.00,-0.85,-0.16,-3.80
6/17/2015,85.03,9090188.00,0.00,-1.30,-0.67,-3.99
6/16/2015,83.81,9100116.00,1.00,-0.77,-0.51,-3.29
6/15/2015,83.53,9563933.00,1.00,0.57,-0.50,-1.55
6/12/2015,84.58,8347341.00,1.00,0.67,-0.23,-2.26
6/11/2015,85.30,7759265.00,0.00,-0.07,-0.24,-1.00
6/10/2015,85.84,10147049.00,0.00,-0.65,-0.44,-0.63
6/9/2015,85.29,8105514.00,0.00,-0.43,-1.11,-0.74
6/8/2015,84.18,12244688.00,1.00,-0.51,-1.89,-0.45
6/5/2015,84.13,11388508.00,1.00,-0.17,-1.89,-0.51
6/4/2015,84.70,12607257.00,0.00,0.00,-1.71,-0.08
6/3/2015,85.23,8179540.00,0.00,-0.16,-0.58,-0.36
6/2/2015,85.12,9328282.00,0.00,-0.86,-1.25,-0.04
6/1/2015,85.25,9077427.00,0.00,-1.53,-0.52,0.01
5/29/2015,85.10,14630171.00,0.00,-1.42,-0.47,-0.64
5/28/2015,85.11,8038943.00,0.00,-1.13,-0.68,0.20
5/27/2015,85.30,10777874.00,0.00,0.17,-0.09,1.79
5/26/2015,86.04,11288247.00,0.00,-0.37,-1.59,1.47
5/22/2015,86.99,7598432.00,0.00,0.31,-1.29,1.98
5/21/2015,87.28,8357239.00,0.00,0.13,-0.78,3.27
5/20/2015,87.39,7275591.00,0.00,-0.34,-2.32,1.37
5/19/2015,86.47,9777078.00,0.00,0.06,-2.48,2.11
5/18/2015,87.31,6395272.00,0.00,-1.59,-1.70,1.92
5/15/2015,86.80,8422203.00,0.00,-1.21,0.02,2.88
5/14/2015,86.93,8791175.00,1.00,-0.61,-0.76,1.18
5/13/2015,87.28,8629433.00,0.00,-1.93,0.54,1.98
5/12/2015,86.89,9788232.00,1.00,-1.94,0.90,2.51
5/11/2015,88.53,11997252.00,0.00,-0.92,0.73,2.64
5/8/2015,88.47,11386138.00,0.00,0.62,0.75,1.22
5/7/2015,88.00,9991651.00,0.00,-0.24,0.57,1.38
5/6/2015,89.65,11273099.00,0.00,0.86,0.82,1.01
5/5/2015,89.97,11894913.00,0.00,0.98,0.31,1.18
5/4/2015,89.42,10343075.00,0.00,0.37,0.37,1.38
5/1/2015,87.85,12257076.00,1.00,0.21,0.17,0.71
4/30/2015,88.67,13947010.00,0.00,0.08,-0.54,2.32
4/29/2015,87.50,12518032.00,1.00,0.32,0.22,1.19
4/28/2015,87.22,9632964.00,1.00,-0.21,1.65,1.92
4/27/2015,87.41,10529790.00,1.00,0.09,1.16,1.63
4/24/2015,87.19,8405737.00,1.00,0.07,1.57,1.00
4/23/2015,87.36,9865904.00,1.00,-0.63,2.65,0.39
4/22/2015,87.04,8663330.00,1.00,0.23,0.51,0.39
4/21/2015,87.38,10100460.00,1.00,1.72,1.19,-0.97
4/20/2015,87.13,11593561.00,1.00,1.02,0.84,-1.31
4/17/2015,87.14,14424332.00,1.00,1.30,1.63,-1.98
4/16/2015,87.88,9570809.00,0.00,2.05,-0.30,-2.89
4/15/2015,87.14,15332834.00,1.00,-0.55,0.24,-2.87
4/14/2015,85.60,15693825.00,1.00,0.06,0.72,-3.23
4/13/2015,85.92,9880507.00,1.00,-0.12,0.77,-3.68
4/10/2015,85.37,13372133.00,1.00,0.69,-0.61,-3.81
4/9/2015,84.00,13259323.00,1.00,-0.96,-0.34,-4.09
4/8/2015,85.80,16257095.00,1.00,0.08,-0.54,-3.67
4/7/2015,85.01,11832739.00,1.00,0.63,-0.30,-3.49
4/6/2015,85.15,10915429.00,1.00,0.55,-0.01,-3.47
4/2/2015,84.09,11297401.00,1.00,-0.70,-0.52,-3.54
4/1/2015,85.70,14522257.00,0.00,-0.37,1.30,-5.67
3/31/2015,84.85,13353890.00,0.00,-0.72,0.20,-6.16
3/30/2015,84.27,15652470.00,1.00,-0.48,0.95,-5.86
3/27/2015,84.04,11570694.00,1.00,0.06,0.79,-4.32
3/26/2015,85.30,14399825.00,0.00,-0.44,0.25,-2.67
3/25/2015,85.05,11933737.00,0.00,1.45,-0.34,-4.19
3/24/2015,85.30,10153081.00,0.00,0.37,-0.25,-3.61
3/23/2015,85.02,17211739.00,0.00,1.06,-1.58,-4.11
3/20/2015,84.67,36083450.00,1.00,0.74,-1.76,-4.14
3/19/2015,85.19,12737812.00,0.00,0.17,-2.19,-3.16
3/18/2015,83.54,18743533.00,1.00,-0.74,-2.97,-2.21
3/17/2015,84.54,12978558.00,1.00,-0.59,-2.58,1.02
3/16/2015,83.71,13515985.00,1.00,-1.81,-2.67,1.80
3/13/2015,83.90,16796624.00,1.00,-1.75,-2.75,0.87
3/12/2015,84.43,10792898.00,1.00,-1.91,-2.55,-1.67
3/11/2015,84.93,12992367.00,0.00,-2.17,-2.43,-1.80
3/10/2015,84.82,17195460.00,0.00,-1.46,-1.67,-0.92
3/9/2015,86.12,14503802.00,0.00,-1.30,-1.22,-2.40
3/6/2015,86.41,16070466.00,0.00,-1.27,-0.93,-2.19
3/5/2015,87.07,12527581.00,0.00,-1.12,-0.90,-1.45
3/4/2015,87.96,13467242.00,0.00,-1.08,-2.86,-0.72
3/3/2015,87.93,13491039.00,0.00,-0.48,-3.08,1.56
3/2/2015,88.34,13792684.00,0.00,-0.22,-2.50,0.14
2/27/2015,88.89,13089915.00,0.00,-0.08,-0.88,1.66
2/26/2015,89.13,13981200.00,0.00,-0.16,0.76,-0.22
2/25/2015,89.57,9925652.00,0.00,-2.23,-0.82,-0.56
2/24/2015,89.33,9990726.00,0.00,-2.26,-0.27,-1.53
2/23/2015,89.26,12769607.00,0.00,-1.34,-0.72,-0.37
2/20/2015,89.40,15959345.00,0.00,0.39,-0.76,0.25
2/19/2015,89.64,19349050.00,0.00,2.06,0.19,0.68
2/18/2015,91.99,19176029.00,0.00,0.34,1.05,-1.21
2/17/2015,92.75,11755575.00,0.00,0.38,3.76,-1.36
2/13/2015,92.70,12060981.00,0.00,-0.69,3.85,-1.57
2/12/2015,91.46,14842992.00,0.00,-0.98,2.31,-1.89
2/11/2015,90.02,12238495.00,1.00,-0.06,-0.61,-2.37
2/10/2015,91.74,12952873.00,0.00,0.93,-0.98,-2.96
2/9/2015,91.40,11360079.00,1.00,3.58,-0.33,-3.11
2/6/2015,92.10,12330838.00,0.00,3.45,-2.06,-2.31
2/5/2015,92.39,12807306.00,0.00,1.44,-2.04,-1.72
2/4/2015,91.64,19630544.00,0.00,-1.92,-1.43,1.10
2/3/2015,90.90,21900857.00,1.00,-2.54,-0.94,0.91
2/2/2015,87.85,20304347.00,1.00,-1.48,1.37,4.02
1/30/2015,87.16,22678122.00,1.00,-2.45,0.07,4.85
1/29/2015,88.22,22679567.00,1.00,-1.43,1.77,3.67
1/28/2015,90.88,17827933.00,0.00,-0.07,0.05,2.45
1/27/2015,91.24,12301462.00,0.00,0.56,-0.38,2.24
1/26/2015,90.61,10672007.00,0.00,2.59,-1.40,0.28
1/23/2015,92.28,14701781.00,0.00,0.75,-0.22,-0.22
1/22/2015,92.31,13557873.00,0.00,1.61,0.17,-1.93
1/21/2015,91.74,14276180.00,0.00,-0.70,0.37,-2.91
1/20/2015,91.14,16722847.00,0.00,-1.21,-1.57,-2.98
1/16/2015,88.98,17713093.00,1.00,-2.07,-1.55,-3.39
1/15/2015,90.43,18758720.00,1.00,-0.37,-1.37,-0.87
1/14/2015,88.95,23271698.00,1.00,0.43,-1.39,1.18
1/13/2015,90.88,17632328.00,1.00,0.80,-1.64,0.06
1/12/2015,91.24,15175491.00,0.00,-1.07,-2.02,-2.95
1/9/2015,92.30,14324465.00,0.00,-1.07,-2.08,-4.23
1/8/2015,91.25,15466246.00,0.00,-1.20,-1.14,-4.44
1/7/2015,90.65,13589990.00,0.00,-1.09,-0.32,-5.10
1/6/2015,90.24,16663441.00,1.00,-1.00,2.81,-3.07
1/5/2015,92.10,18502381.00,0.00,-1.07,2.74,-2.60
1/2/2015,92.25,10219070.00,0.00,-1.11,5.49,-2.53
12/31/2014,92.42,11337219.00,0.00,0.01,5.74,-2.21
12/30/2014,92.77,8743369.00,0.00,0.64,3.98,-2.16
12/29/2014,93.33,9892119.00,0.00,3.50,2.15,-2.20
12/26/2014,93.99,10584797.00,0.00,2.93,1.60,-3.07
12/24/2014,94.22,6875691.00,0.00,5.11,-0.77,-2.86
12/23/2014,93.52,13697992.00,0.00,4.33,-1.60,-3.90
12/22/2014,92.96,17871337.00,1.00,1.90,-3.43,-2.72
12/19/2014,90.21,38468954.00,1.00,-0.69,-4.46,-2.01
12/18/2014,90.37,22876354.00,1.00,-1.23,-4.32,-2.06
12/17/2014,87.24,23323043.00,1.00,-3.16,-4.27,-1.02
12/16/2014,86.38,26370628.00,1.00,-2.68,-1.14,-2.78
12/15/2014,87.53,21373561.00,1.00,-3.39,1.36,-0.88
12/12/2014,88.71,24564646.00,1.00,-3.00,0.62,0.50
12/11/2014,88.86,21519617.00,1.00,-2.14,-2.00,-0.87
12/10/2014,90.72,22278299.00,0.00,-1.43,-2.75,0.32
12/9/2014,91.23,15879222.00,0.00,1.49,-2.65,0.99
12/8/2014,92.90,15735436.00,0.00,3.58,-3.00,0.74
12/5/2014,93.95,11831896.00,0.00,1.78,-0.97,0.63
12/4/2014,94.13,13115006.00,0.00,-1.34,-0.55,0.94
12/3/2014,94.67,16220449.00,0.00,-2.74,-0.56,2.00
12/2/2014,92.32,20885295.00,1.00,-2.77,-0.24,4.15
12/1/2014,90.36,27584224.00,1.00,-2.73,0.01,3.61
11/28/2014,91.50,19556690.00,1.00,0.15,0.34,6.16
11/26/2014,94.64,9822941.00,0.00,0.67,-0.52,5.60
11/25/2014,96.01,13747362.00,0.00,0.69,-0.23,2.97
11/24/2014,96.34,10170605.00,0.00,0.79,-1.27,2.98
11/21/2014,97.20,12374192.00,0.00,0.43,-0.22,1.68
11/20/2014,95.37,8422369.00,0.00,0.11,0.45,-0.06
11/19/2014,95.08,8331570.00,0.00,-0.88,0.21,0.54
11/18/2014,95.08,9272445.00,1.00,-0.45,1.04,-0.36
11/17/2014,94.85,8704386.00,1.00,-1.31,-1.01,-0.12
11/14/2014,94.87,9351103.00,1.00,0.06,0.72,0.25
11/13/2014,94.96,12355397.00,1.00,1.00,1.82,1.41
11/12/2014,95.90,11589288.00,0.00,0.76,0.19,-0.39
11/11/2014,95.78,7990045.00,0.00,1.24,1.04,-0.47
11/10/2014,96.87,9087594.00,0.00,-1.02,1.38,-1.13
11/7/2014,95.80,13233484.00,0.00,0.57,0.83,-0.79
11/6/2014,95.18,14729148.00,1.00,1.33,0.49,-2.19
11/5/2014,95.36,12479257.00,1.00,-0.31,0.65,-2.37
11/4/2014,94.50,13495991.00,1.00,0.78,1.66,-2.73
11/3/2014,96.56,13403922.00,0.00,1.06,3.54,-3.31
10/31/2014,94.99,17493736.00,1.00,0.28,2.49,-3.48
10/30/2014,93.87,9766074.00,1.00,0.09,4.66,-3.48
10/29/2014,95.42,12410105.00,0.00,0.15,3.80,-4.15
10/28/2014,94.44,12570452.00,1.00,0.96,0.85,-2.39
10/27/2014,93.85,11393344.00,1.00,2.80,0.74,-1.81
10/24/2014,94.19,9738994.00,1.00,1.64,-0.67,-2.57
10/23/2014,94.31,11349908.00,1.00,3.49,-2.51,-2.26
10/22/2014,93.96,12742747.00,1.00,2.49,-1.73,-3.18
10/21/2014,92.86,15756150.00,1.00,-0.62,-2.61,-3.38
10/20/2014,90.63,10825569.00,1.00,-0.64,-2.08,-4.41
10/17/2014,91.13,18194303.00,1.00,-1.68,-1.39,-3.96
10/16/2014,88.58,25212794.00,1.00,-3.04,0.08,-3.96
10/15/2014,89.00,24704546.00,1.00,-1.54,-1.37,-3.53
10/14/2014,91.49,23121774.00,1.00,-1.82,-1.02,-3.83
10/13/2014,91.32,14451647.00,1.00,-0.83,-1.26,-3.50
10/10/2014,92.44,18173052.00,0.00,0.05,-0.50,-2.89
10/9/2014,94.05,17916151.00,0.00,1.55,-1.59,-3.37
10/8/2014,93.42,15592429.00,0.00,-0.52,-1.68,-2.54
10/7/2014,94.27,10787852.00,0.00,-0.38,-1.82,-2.06
10/6/2014,94.01,10599719.00,0.00,-1.00,-2.24,-2.00
10/3/2014,93.60,11570812.00,0.00,-0.32,-2.10,-2.73
10/2/2014,92.39,13756563.00,1.00,-1.46,-1.84,-2.27
10/1/2014,94.11,14028087.00,0.00,-1.07,-2.17,-2.00
9/30/2014,94.11,15578303.00,0.00,-1.09,-0.16,-1.60
9/29/2014,94.71,14022892.00,0.00,-1.29,0.53,-1.40
9/26/2014,94.33,11256807.00,0.00,-1.13,-0.23,-1.14
9/25/2014,95.66,12780573.00,0.00,-0.73,0.25,-0.70
9/24/2014,95.87,12164107.00,0.00,-1.23,-0.69,0.00
9/23/2014,96.28,10286543.00,0.00,0.73,-0.88,-0.98
9/22/2014,96.90,8795439.00,0.00,1.18,-1.99,-0.41
9/19/2014,97.08,18178100.00,0.00,0.11,-1.60,-1.33
9/18/2014,97.15,8636600.00,0.00,0.40,-1.68,0.32
9/17/2014,97.91,8774200.00,0.00,-0.69,-1.34,-0.92
9/16/2014,96.23,11574100.00,1.00,-1.03,-1.80,-0.09
9/15/2014,95.73,10689400.00,1.00,-1.96,-1.43,0.11
9/12/2014,96.53,10257500.00,1.00,-1.09,-0.72,-3.14
9/11/2014,96.32,10181100.00,1.00,-1.08,-1.21,-4.68
9/10/2014,97.36,12103500.00,0.00,-0.48,-0.26,-4.94
9/9/2014,97.69,9756400.00,0.00,-0.83,0.18,-4.26
9/8/2014,98.92,10061300.00,0.00,-0.44,0.18,-4.28
9/5/2014,98.74,9476900.00,0.00,-0.04,-0.73,-4.61
9/4/2014,99.00,9647200.00,0.00,-0.55,-0.35,-3.63
9/3/2014,98.86,8475100.00,0.00,0.22,-0.26,-3.48
9/2/2014,99.43,8957100.00,0.00,0.58,0.06,-2.05
8/29/2014,99.38,8873700.00,0.00,0.31,0.06,-2.27
8/28/2014,99.04,6062300.00,0.00,-0.66,0.15,-2.87
8/27/2014,99.78,5848700.00,0.00,-0.38,0.39,-1.91
8/26/2014,99.12,8518400.00,0.00,-0.36,0.88,-1.79
8/25/2014,98.81,7569800.00,1.00,0.02,-0.19,-1.30
8/22/2014,98.89,8095000.00,1.00,0.16,0.41,-1.42
8/21/2014,99.80,6826200.00,0.00,0.27,-0.65,-1.79
8/20/2014,99.55,6751800.00,0.00,0.42,0.84,-1.74
8/19/2014,99.50,8888100.00,0.00,0.83,-0.57,-1.00
8/18/2014,99.28,7135400.00,0.00,-0.39,0.24,-0.89
8/15/2014,99.24,9226900.00,0.00,0.22,0.33,-0.39
8/14/2014,99.10,6547300.00,1.00,-0.91,-3.04,0.49
8/13/2014,98.82,7649600.00,1.00,0.64,-4.38,0.56
8/12/2014,98.21,9583700.00,1.00,-0.70,-4.35,0.58
8/11/2014,99.28,8589600.00,0.00,0.32,-3.42,0.20
8/8/2014,98.81,11199300.00,1.00,0.26,-3.28,0.01
8/7/2014,99.77,10017100.00,0.00,-2.97,-3.16,-0.27
8/6/2014,98.20,9911300.00,1.00,-3.87,-1.86,-1.98
8/5/2014,99.48,13069400.00,0.00,-3.28,-1.32,-1.70
8/4/2014,98.74,12148200.00,0.00,-2.17,0.25,-0.75
8/1/2014,98.62,14915000.00,1.00,-1.50,0.31,0.05
7/31/2014,101.98,18291800.00,0.00,-0.92,-0.04,0.21
7/30/2014,103.73,11072100.00,0.00,0.06,0.83,0.18
7/29/2014,104.21,8055400.00,0.00,0.06,0.75,0.16
7/28/2014,103.73,9197800.00,0.00,1.31,1.05,0.78
7/25/2014,103.93,7775500.00,0.00,0.89,0.68,0.20
7/24/2014,104.42,7943000.00,0.00,-0.20,0.03,1.40
7/23/2014,103.64,7007200.00,0.00,0.53,-0.12,1.01
7/22/2014,103.64,7426300.00,0.00,0.33,0.43,0.98
7/21/2014,102.36,6632400.00,1.00,0.61,0.39,1.77
7/18/2014,102.69,8208300.00,1.00,0.18,0.76,2.20
7/17/2014,103.38,8145700.00,1.00,-0.25,1.48,2.02
7/16/2014,102.56,8870200.00,1.00,-0.37,1.24,2.52
7/15/2014,102.53,8755800.00,1.00,0.34,1.01,1.50
7/14/2014,102.17,8253100.00,1.00,0.34,0.41,1.16
7/11/2014,102.40,7680800.00,1.00,0.89,0.16,0.41
7/10/2014,102.88,8533700.00,0.00,1.49,-0.28,0.67
7/9/2014,102.96,7655300.00,0.00,1.05,-2.20,0.21
7/8/2014,102.33,9613600.00,1.00,0.56,-1.98,0.22
7/7/2014,102.33,7979600.00,1.00,-0.19,-1.03,-0.08
7/3/2014,101.95,6922600.00,1.00,-0.57,-0.35,0.87
7/2/2014,101.15,6954400.00,1.00,-0.86,-0.20,1.00
7/1/2014,101.15,8399600.00,1.00,-2.42,-0.10,1.25
6/30/2014,101.21,9536500.00,1.00,-1.61,0.13,1.08
6/27/2014,101.67,15147400.00,1.00,-0.26,0.92,-0.34
6/26/2014,101.94,8424200.00,0.00,0.53,0.35,-0.69
6/25/2014,102.34,10714800.00,0.00,0.69,1.60,-0.51
6/24/2014,104.18,9708400.00,0.00,0.62,1.18,-0.67
6/23/2014,104.11,8553700.00,0.00,0.34,0.93,-0.13
6/20/2014,103.28,17674400.00,0.00,0.74,1.54,-1.57
6/19/2014,102.61,11105600.00,1.00,0.02,1.85,-1.58
6/18/2014,102.57,9575100.00,1.00,1.13,1.47,-1.06
6/17/2014,102.58,9355400.00,1.00,0.65,1.88,-0.14
6/16/2014,102.57,8977600.00,1.00,0.40,0.65,0.24
6/13/2014,101.93,8240300.00,1.00,1.03,0.16,-0.48
6/12/2014,102.46,11421000.00,1.00,1.32,-0.62,0.38
6/11/2014,101.19,10270300.00,1.00,0.82,-0.39,-0.08
6/10/2014,101.48,7917500.00,1.00,1.23,-0.78,0.76
6/9/2014,101.45,6404800.00,1.00,-0.03,-0.74,1.46
6/6/2014,100.61,9340900.00,1.00,-0.51,-1.01,0.91
6/5/2014,100.10,12296100.00,1.00,-1.11,0.09,0.80
6/4/2014,100.21,7148800.00,1.00,-0.59,0.32,0.87
6/3/2014,99.59,9384200.00,1.00,-0.78,0.63,1.39
6/2/2014,100.53,7761300.00,1.00,-0.44,0.54,1.75
5/30/2014,100.80,11499000.00,0.00,-0.51,-0.84,2.37
5/29/2014,101.54,6113700.00,0.00,0.60,-1.10,3.75
5/28/2014,101.23,7586700.00,0.00,0.69,-0.79,3.73
5/27/2014,101.61,8359700.00,0.00,0.86,-0.85,4.56
5/23/2014,101.55,5410900.00,0.00,0.57,-0.17,3.94
5/22/2014,101.81,5304300.00,0.00,-0.98,-1.47,3.03
5/21/2014,100.85,7747900.00,1.00,-1.29,-1.39,3.61
5/20/2014,100.69,6134100.00,1.00,-0.77,-0.67,3.25
5/19/2014,100.42,5851400.00,1.00,-0.65,0.45,2.08
5/16/2014,100.59,10369200.00,1.00,0.21,0.98,2.45
5/15/2014,102.00,13658700.00,0.00,-0.86,0.37,2.66
5/14/2014,102.36,6999200.00,0.00,-0.73,1.21,2.39
5/13/2014,102.18,7528800.00,0.00,-0.14,0.68,1.39
5/12/2014,102.33,8830500.00,0.00,0.90,1.42,3.26
5/9/2014,101.71,8948800.00,0.00,1.32,2.00,4.93
5/8/2014,103.09,8922500.00,0.00,0.46,1.28,3.73
5/7/2014,103.12,11007400.00,0.00,1.15,0.90,3.91
5/6/2014,102.60,9669800.00,0.00,0.47,0.73,3.99
5/5/2014,101.69,7614200.00,1.00,0.97,1.04,3.36
5/2/2014,101.28,11168100.00,1.00,1.38,1.22,4.77
5/1/2014,101.96,11161700.00,1.00,0.61,1.71,3.31
4/30/2014,101.13,13966700.00,1.00,0.12,2.81,3.29
4/29/2014,101.57,10094600.00,1.00,-0.04,2.54,3.51
4/28/2014,100.72,12710800.00,1.00,0.41,3.07,3.62
4/25/2014,99.99,10391500.00,1.00,0.76,2.24,2.54
4/24/2014,100.48,9057800.00,1.00,1.38,1.20,3.15
4/23/2014,100.59,8686000.00,1.00,2.49,1.64,1.21
4/22/2014,100.53,8212100.00,1.00,2.08,1.04,1.26
4/21/2014,100.03,8002100.00,1.00,2.21,-0.37,1.84
4/17/2014,99.69,15439800.00,1.00,1.02,-0.15,2.32
4/16/2014,99.05,12508100.00,1.00,-0.28,-0.05,0.58
4/15/2014,97.58,12961600.00,1.00,0.22,-0.26,-0.88
4/14/2014,97.49,9610200.00,1.00,-0.24,-1.12,-0.13
4/11/2014,96.51,13352500.00,1.00,-1.16,1.00,-0.34
4/10/2014,96.98,13443400.00,1.00,-0.46,2.81,0.01
4/9/2014,97.75,10463900.00,1.00,-0.04,1.59,-1.03
4/8/2014,97.01,10243000.00,1.00,-0.10,1.80,-1.04
4/7/2014,97.25,10120700.00,1.00,-0.76,1.92,-0.13
4/4/2014,98.30,12496100.00,0.00,1.33,1.28,-0.07
4/3/2014,97.83,10113000.00,0.00,2.85,2.60,1.47
4/2/2014,97.53,9551000.00,0.00,1.25,0.97,1.39
4/1/2014,97.65,9475300.00,0.00,1.15,0.91,1.00
3/31/2014,98.49,12375200.00,0.00,0.88,1.03,3.17
3/28/2014,96.47,12321800.00,1.00,-0.14,0.98,4.15
3/27/2014,94.61,15427500.00,1.00,1.19,-0.14,3.56
3/26/2014,95.56,11033300.00,1.00,-0.22,0.61,4.88
3/25/2014,95.10,9796600.00,1.00,-0.02,-1.20,3.81
3/24/2014,94.76,9539800.00,1.00,0.38,-0.90,4.00
3/21/2014,95.10,24479800.00,1.00,0.58,-0.05,4.46
3/20/2014,93.44,10405000.00,1.00,-0.47,0.56,3.50
3/19/2014,94.65,9914700.00,1.00,0.43,-0.96,3.31
3/18/2014,94.41,8757300.00,1.00,-1.43,-2.17,1.61
3/17/2014,93.95,8676100.00,1.00,-0.98,-1.22,0.60
3/14/2014,93.58,11723300.00,1.00,0.10,-1.14,-0.53
3/13/2014,94.44,9872500.00,0.00,0.82,-0.54,-1.41
3/12/2014,93.64,9705400.00,1.00,-0.79,-1.36,-1.78
3/11/2014,95.36,12143600.00,0.00,-1.68,-1.11,-1.48
3/10/2014,95.15,9964500.00,0.00,-0.85,-0.09,-2.60
3/7/2014,94.37,12659100.00,0.00,-0.79,0.05,-3.61
3/6/2014,93.67,12610400.00,1.00,0.01,1.84,-5.10
3/5/2014,95.20,19829600.00,0.00,-0.58,1.90,-4.63
3/4/2014,96.59,12566100.00,0.00,-0.60,1.39,-5.15
3/3/2014,95.76,11896700.00,0.00,0.52,3.54,-4.65
2/28/2014,95.96,12651400.00,0.00,0.40,4.24,-4.94
2/27/2014,95.58,9101200.00,0.00,1.94,3.35,-4.47
2/26/2014,96.56,9087600.00,0.00,1.62,4.30,-5.48
2/25/2014,96.54,10663000.00,0.00,0.90,2.73,-5.42
2/24/2014,95.61,16012500.00,1.00,2.73,2.48,-5.52
2/21/2014,95.48,11282200.00,1.00,3.20,2.57,-6.32
2/20/2014,93.85,14424300.00,1.00,1.92,1.19,-4.55
2/19/2014,93.80,12227800.00,1.00,2.75,0.73,-4.69
2/18/2014,94.07,12979300.00,1.00,0.95,-1.21,-4.34
2/14/2014,91.78,18260400.00,1.00,0.57,-2.34,-4.56
