@relation 'testData (Autosaved)'

@attribute Date date "MM/dd/yyyy"
@attribute OPEN numeric
@attribute VOLUME numeric
@attribute AverageChangeLast-5 numeric
@attribute AverageChangeLast-10 numeric
@attribute AverageChangeLast-30 numeric
@attribute 'Crude Oil Imports(US)' numeric
@attribute DayToDay(Classifier) numeric

@data
8/19/2011,70.07,34935300,0.618,-2.895,-3,11169,0
8/22/2011,72.15,27202900,-0.502,-1.127,-3.140667,11169,1
8/23/2011,70.6,38059600,-1.634,0.822,-3.741333,11169,1
8/24/2011,72.96,22752900,-2.542,1.074,-4.775667,11169,1
8/25/2011,73.64,30924500,-0.786,3.555,-5.853667,11169,0
8/26/2011,70.88,26974400,1.72,0.024,-5.572667,11521,0
8/29/2011,73.33,18967100,0.208,-0.592,-5.788,11521,1
8/30/2011,73.59,22437000,2.546,-0.919,-6.682333,11521,1
8/31/2011,74.36,29189000,0.236,-1.818,-7.946333,11521,1
9/1/2011,74.15,23393500,-0.348,0.048,-8.275667,11521,0
9/2/2011,72.11,21071800,2.756,2.643,-10,10404,0
9/6/2011,70.14,25416300,0.206,0.797,-9.436,10404,0
9/7/2011,72.24,23108400,-0.648,2.444,-10.353333,10404,1
9/8/2011,73.39,22434800,-1.47,0.083,-9.830667,10404,1
9/9/2011,72.17,27969100,-1.5,-0.669,-8.130333,10473,0
9/12/2011,70.37,26205800,0.044,2.015,-7.528667,10473,0
9/13/2011,71.76,22825400,1.954,-0.515,-7.823667,10473,1
9/14/2011,71.96,26042800,-0.046,-1.022,-6.168667,10473,1
9/15/2011,73.43,21858300,-1.398,-1.919,-5.382,10473,1
9/16/2011,74.52,34652600,0.06,-1.71,-4.245667,10455,1
9/19/2011,72.91,19822500,2.568,0.436,-2.552,10455,0
9/20/2011,73.87,20420000,1.55,2.562,-0.319333,10455,1
9/21/2011,73.88,23806200,1.822,0.748,1.758,10455,0
9/22/2011,69.94,43223000,0.218,-0.57,1.819,10455,0
9/23/2011,68.46,26583200,-1.826,0.292,3.789333,11622,0
9/26/2011,70.01,30342400,-1.264,1.922,0.163667,11622,1
9/27/2011,73.33,26689900,-2.62,0.52,-0.525667,11622,1
9/28/2011,72.43,26026500,-2.85,0.446,-0.881667,11622,0
9/29/2011,73.12,27713900,1.11,-1.081,-1.869333,11622,1
9/30/2011,72.76,30917000,3.518,-2.184,0.001333,10816,0
10/3/2011,72.05,31004200,2.632,-0.766,2.397667,10816,0
10/4/2011,70.25,36500000,-0.802,-1.981,0.362667,10816,1
10/5/2011,72.67,28239800,0.082,-2.109,2.001,10816,1
10/6/2011,73.3,24869800,-0.232,2.029,-0.349333,10816,1
10/7/2011,74.47,23573900,0.13,3.974,-1.017667,11042,1
10/10/2011,74.73,20465800,1.026,2.849,1.802,11042,1
10/11/2011,75.78,17862100,3.852,-0.015,-0.526667,11042,1
10/12/2011,76.74,22239000,2.12,1.221,-0.715,11042,1
10/13/2011,76.22,19540300,2.132,1.04,-1.376667,11042,0
10/14/2011,77.1,17870600,1.458,1.649,-1.088333,9334,1
10/17/2011,77.87,18836200,2.108,2.907,1.105667,9334,1
10/18/2011,77.57,23878500,1.296,5.339,3.253333,9334,1
10/19/2011,78.57,20910900,0.86,3.525,1.411333,9334,1
10/20/2011,78.32,22227600,1.634,3.343,0.420667,9334,1
10/21/2011,79.59,27855300,1.222,2.655,1.837,11377,1
10/24/2011,79.92,19861100,0.856,3.052,3.941,11377,1
10/25/2011,79.83,23433400,1.696,2.391,2.828667,11377,0
10/26/2011,80.16,27170500,0.806,1.748,2.888333,11377,1
10/27/2011,81.91,35489500,1.584,2.659,1.699333,11377,1
10/28/2011,80.99,21753400,0.948,2.33,0.871667,11246,0
10/31/2011,80.59,30616900,0.888,1.897,2.712667,11246,0
11/1/2011,75.82,35835000,0.562,2.259,1.899,11246,0
11/2/2011,77.37,21761300,-0.468,0.964,1.953333,11246,1
11/3/2011,78.19,24480600,-2.958,1.108,6.073333,11246,1
11/4/2011,78.07,18192800,-2.642,-0.147,7.874,10637,1
11/7/2011,78.82,17998100,-2.834,-0.638,6.631,10637,1
11/8/2011,79.25,19023800,2.188,-0.63,3.565333,10637,1
11/9/2011,77.9,24130100,1.402,-0.928,4.693667,10637,0
11/10/2011,78.53,18668800,0.586,-3.046,4.181,10637,1
11/11/2011,79.63,15134500,0.674,-2.444,4.701667,10404,1
11/14/2011,79.53,13589900,0.164,-2.22,5.648,10404,0
11/15/2011,78.86,19475000,-0.344,2.637,7.708333,10404,0
11/16/2011,78.24,20376800,0.872,1.402,5.497,10404,0
11/17/2011,78.12,25964300,0.414,0.67,5.010333,10404,0
11/18/2011,78.22,23104500,-0.854,0.69,3.972667,10830,0
11/21/2011,76.53,20204200,-1.118,-0.122,3.857333,10830,0
11/22/2011,76.38,18925100,-0.858,-0.796,2.828333,10830,0
11/23/2011,75.03,23331800,-0.85,0.181,1.860333,10830,0
11/25/2011,74.51,10254500,-1.464,-0.73,2.294333,11369,0
11/28/2011,75.8401,20148600,-2.356,-2.31,1.332,11369,1
11/29/2011,76.41,19768400,-1.078,-2.598,0.486333,11369,1
11/30/2011,78.42,33953000,-0.924,-2.131,0.768333,11369,1
12/1/2011,80.2,17261100,1.308,-1.376,-0.18,11369,1
12/2/2011,80.67,19461300,2.87,-1.102,0.115333,12089,0
12/5/2011,80.88,18295000,2.7179,-1.009,-1.118667,12089,0
12/6/2011,80.63,20122700,3.07,0.936,-1.438,12089,0
12/7/2011,80.61,19643400,1.838,1.477,-1.326333,12089,1
12/8/2011,80.75,18443600,0.186,3.332,-1.601667,12089,0
12/9/2011,80.63,21842300,-0.268,4.381,-3.391667,11105,1
12/12/2011,80.73,17846500,-0.168,3.7949,-2.489667,11105,0
12/13/2011,80.61,21873600,0.002,3.646,-2.137333,11105,0
12/14/2011,79.59,23934400,-0.036,1.996,2.714,11105,0
12/15/2011,79.93,17954200,-0.504,0.116,1.280667,11105,1
12/16/2011,80.74,33465700,-0.352,-0.33,0.549333,9683,1
12/19/2011,80.24,16048400,-0.688,-0.503,0.712667,9683,0
12/20/2011,80.66,21163300,-0.672,-0.345,-0.003667,9683,1
12/21/2011,82.02,19160300,0.642,-0.207,-0.345333,9683,1
12/22/2011,83.56,19841300,1.038,-0.143,1.116667,9683,1
12/23/2011,84.28,10243800,1.08,0.419,0.716667,11240,1
12/27/2011,84.97,10147100,2.592,0.707,-0.166,11240,1
12/28/2011,85.15,12767500,3.322,1.35,0.119333,11240,0
12/29/2011,84.09,10865900,2.398,2.735,0.963333,11240,1
12/30/2011,85.16,9768900,1.288,2.978,1.789333,10898,1
1/3/2012,85.97,20906800,0.662,2.641,2.126333,10898,1
1/4/2012,85.79,16130900,0.128,3.725,2.297667,10898,1
1/5/2012,85.64,17452800,0.096,3.954,4.258333,10898,0
1/6/2012,85.92,15942100,1.472,2.97,4.703333,11710,0
1/9/2012,85,11664200,0.372,1.63,6.356333,11710,0
1/10/2012,86.07,13080800,-0.29,1.031,7.240333,11710,1
1/11/2012,85.1,14831400,-0.166,0.391,6.304233,11710,0
1/12/2012,84.39,17357200,-0.204,0.191,6.042333,11710,0
1/13/2012,84.16,15551600,-0.688,1.307,4.292667,10136,1
1/17/2012,85.75,15627900,0.184,0.198,2.660667,10136,1
1/18/2012,85.3,16754200,-0.848,-0.519,2.387333,10136,1
1/19/2012,86.34,16383500,0.268,-0.294,2.399333,10136,1
1/20/2012,87.08,19220300,1.368,-0.043,2.868667,11054,1
1/23/2012,87.5,15348400,2.148,-0.15,3.111,11054,1
1/24/2012,87.08,12363800,1.076,1.005,3.184,11054,0
1/25/2012,86.77,18202300,1.824,0.103,3.547667,11054,1
1/26/2012,87.64,15658200,0.938,1.223,3.643667,11054,0
1/27/2012,86.24,15976700,0.146,2.102,3.987667,11308,0
1/30/2012,85.27,17867000,-0.606,2.441,5.184333,11308,0
1/31/2012,84.92,27225800,-0.582,0.912,5.046,11308,0
2/1/2012,84.23,22266100,-0.96,1.167,4.359667,11308,0
2/2/2012,84.28,18020500,-2.48,-0.121,4.986667,11308,0
2/3/2012,84.24,16145400,-1.728,-1.211,4.7,10501,1
2/6/2012,84.87,15000900,-0.94,-1.888,3.437333,10501,1
2/7/2012,85.22,15818400,-0.538,-1.64,1.985,10501,1
2/8/2012,85.83,14762600,0.672,-1.414,1.333333,10501,1
2/9/2012,85.33,17073400,0.892,-2.474,0.646667,10501,0
2/10/2012,84.02,15328900,1.202,-1.263,0.453333,10610,0
2/13/2012,84.34,11473700,0.348,-0.496,1.500667,10610,1
2/14/2012,84.42,12961900,-0.268,-0.253,0.402333,10610,1
2/15/2012,84.86,13911600,-1.212,0.53,-0.410667,10610,0
2/16/2012,84.45,14769600,-0.952,0.495,-0.293333,10610,1
2/17/2012,86.07,16597200,0.464,0.723,-0.163667,11187,1
2/21/2012,86.04,15481300,0.508,0.163,-0.448333,11187,1
2/22/2012,86.84,11983200,0.858,-0.105,0.52,11187,1
2/23/2012,86.58,12404600,0.868,-0.657,-0.502667,11187,1
2/24/2012,87.37,10767100,1.858,0.013,0.510667,10879,1
2/27/2012,87.15,13323500,0.624,1.569,1.296,10879,0
2/28/2012,87.23,14317600,0.976,1.592,1.609,10879,0
2/29/2012,87.45,18293200,0.29,1.784,0.094333,10879,0
3/1/2012,86.47,12638500,0.466,1.527,0.571333,10879,0
3/2/2012,86.66,11343400,-0.362,2.208,-0.456,10504,0
3/5/2012,86.17,12803100,-0.344,0.68,-1.219333,10504,1
3/6/2012,86.24,16507900,-0.468,0.849,-1.655333,10504,0
3/7/2012,86.01,14767700,-0.944,-0.022,-1.289,10504,0
3/8/2012,85,19032000,-0.098,0.129,-1.024,10504,0
3/9/2012,85.06,17042500,-0.688,-0.88,-1.973667,10487,0
3/12/2012,84.5,19014000,-0.604,-0.964,-0.656,10487,1
3/13/2012,85.89,16853300,-0.966,-1.212,0.304667,10487,1
3/14/2012,86.59,16187300,-0.536,-1.46,0.700333,10487,1
3/15/2012,85.89,14523600,0.512,-0.528,1.466333,10487,0
3/16/2012,86.2,30991300,0.704,-0.792,1.487,10053,1
3/19/2012,86.08,10770400,1.692,-0.291,1.624,10053,1
3/20/2012,86.46,13613800,0.59,-0.363,1.063,10053,1
3/21/2012,86.59,14212400,-0.162,-0.059,0.741333,10053,0
3/22/2012,85.48,13884400,0.536,0.969,0.120333,10053,0
3/23/2012,85.36,12557700,0.074,0.959,0.620667,11039,1
3/26/2012,86.18,17336800,0.016,1.644,1.953,11039,1
3/27/2012,87.14,12509200,-0.356,0.402,1.740667,11039,1
3/28/2012,86.36,16155300,-0.482,-0.322,1.734,11039,0
3/29/2012,85.32,13199700,0.598,0.362,1.333667,11039,0
3/30/2012,86.48,12968300,0.868,0.051,1.809,11812,1
4/2/2012,86.6,13853300,0.284,0.2,0.233,11812,1
4/3/2012,86.75,17714900,-0.668,-0.172,0.311333,11812,0
4/4/2012,85.3,17112800,-0.046,-0.379,-0.513333,11812,0
4/5/2012,84.56,11954700,0.818,0.628,-0.318,11812,0
4/9/2012,83.98,11027000,-0.594,0.697,-1.181333,11812,0
4/10/2012,83.75,19993700,-1.284,-0.29,-1.076667,11812,0
4/11/2012,83.11,15856200,-2.414,-1.736,-1.325333,11812,0
4/12/2012,82.65,15266200,-1.59,-1.348,-1.693333,11812,1
4/13/2012,82.97,13856500,-1.126,-0.534,-0.81,10392,1
4/16/2012,83.24,17526100,-0.92,-2.007,-1.129333,10392,1
4/17/2012,84.65,14208000,-0.664,-2.399,-0.716667,10392,1
4/18/2012,85.06,12997500,0.632,-2.711,-0.838667,10392,1
4/19/2012,85.51,15973800,1.702,-1.269,-0.612333,10392,1
4/20/2012,85.55,17216600,1.718,-0.499,0.379333,10625,0
4/23/2012,84.53,15197200,1.918,0.129,0.335,10625,1
4/24/2012,85.64,11632500,0.844,0.54,0.941333,10625,1
4/25/2012,86.65,18476800,0.606,1.594,-0.423333,10625,1
4/26/2012,85.28,17262400,0.376,2.469,-1.123667,10625,0
4/27/2012,86.5,11372900,0.494,2.396,-0.422,10631,1
4/30/2012,85.96,11735400,1.67,2.439,-0.732333,10631,0
5/1/2012,86.46,13816900,0.69,1.262,-0.615667,10631,1
5/2/2012,86.56,11108700,-0.174,1.011,-0.994,10631,0
5/3/2012,86.36,9998600,1.066,0.606,-1.137333,10631,0
5/4/2012,85.11,15055500,-0.238,0.603,-0.039333,10610,0
5/7/2012,84.29,12018100,0,1.55,0.055333,10610,0
5/8/2012,83.75,19602400,-0.872,0.319,-0.800333,10610,0
5/9/2012,83.04,17424000,-1.576,-0.92,-1.860667,10610,0
5/10/2012,83.37,13234600,-1.954,0.096,-1.191,10610,0
5/11/2012,82.69,12061700,-1.266,-1.447,-0.251667,11177,0
5/14/2012,82.27,12675900,-0.74,-1.205,-1.511,11177,0
5/15/2012,82,15757400,-0.672,-2.127,-1.784667,11177,0
5/16/2012,81.96,15034500,-0.408,-2.752,-2.110667,11177,1
5/17/2012,82.15,17698200,-0.966,-2.955,-0.782667,11177,0
5/18/2012,82.37,21747200,-0.472,-2.079,-0.145,10514,0
5/21/2012,81.42,13730400,-0.378,-1.569,0.323333,10514,0
5/22/2012,82.14,13790000,-0.124,-1.273,0.492,10514,1
5/23/2012,81.79,17582200,-0.052,-0.77,1.124667,10514,0
5/24/2012,82.29,14113600,-0.268,-1.227,1.562667,10514,1
5/25/2012,82.86,12756500,-0.348,-0.57,1.209667,10890,0
5/29/2012,82.64,15931100,0.724,-0.252,0.910667,10890,0
5/30/2012,81.08,19593100,-0.018,-0.001,-0.568667,10890,0
5/31/2012,79.88,38954600,-0.1,-0.161,-1.167333,10890,0
6/1/2012,77.87,22870900,-1.282,-0.705,-1.854667,10917,0
6/4/2012,78.09,17711200,-2.79,-1.324,-2.14,10917,0
6/5/2012,77.59,17715600,-3.42,-0.738,-1.369,10917,0
6/6/2012,78.37,23880900,-2.726,-1.902,-2.748667,10917,1
6/7/2012,80.98,18409400,-1.448,-1.729,-3.963,10917,1
6/8/2012,80.08,18150000,0.974,-2.364,-2.798333,11329,0
6/11/2012,81.62,18031800,1.338,-3.111,-4.192667,11329,1
6/12/2012,80.74,14162100,2.326,-3.072,-3.846333,11329,0
6/13/2012,80.94,15098100,2.278,-1.579,-4.515667,11329,0
6/14/2012,80.86,16942300,-0.242,-0.295,-4.829333,11329,1
6/15/2012,82.57,27342800,0.946,2.065,-4.765,11865,1
6/18/2012,82.51,13885100,-0.118,2.375,-3.596,11865,1
6/19/2012,83.73,21053300,1.33,3.403,-2.824667,11865,1
6/20/2012,84.4,23274300,1.774,3.311,-2.284667,11865,1
6/21/2012,85.04,33751900,2.722,1.18,-1.543,11865,0
6/22/2012,82.68,84747800,1.008,2.222,-1.913,11196,0
6/25/2012,81.22,28761600,0.846,0.809,-1.257333,11196,0
6/26/2012,81.51,22853700,-0.748,1.786,-0.899333,11196,1
6/27/2012,82.81,15301400,-1.834,1.7,-0.62,11196,1
6/28/2012,82.66,19140300,-2.828,2.037,-0.533,11196,1
6/29/2012,84.78,24906300,-0.27,0.424,-0.692,11068,1
7/2/2012,85.44,14447800,1.882,0.719,-0.79,11068,1
7/3/2012,85.69,9787700,2.412,-0.278,0.289,11068,1
7/5/2012,85.33,10797100,1.888,-0.768,-0.289667,11068,0
7/6/2012,84.26,13259400,2.512,-1.348,0.181,10787,0
7/9/2012,84.52,22361600,0.732,1.281,-0.227,10787,0
7/10/2012,84.08,14106100,-0.312,2.895,-0.762333,10787,0
7/11/2012,83.48,18337600,-1.008,2.792,-0.508,10787,1
7/12/2012,83.41,15566400,-1.028,1.69,1.133667,10787,1
7/13/2012,84.45,13642000,-0.248,1.932,2.478,10658,1
7/16/2012,84.83,11269200,-0.374,0.049,4.716,10658,1
7/17/2012,85.18,14059400,0.346,-0.663,4.733667,10658,1
7/18/2012,85.34,14203500,1.47,-0.874,5.497,10658,1
7/19/2012,86.02,14902300,1.906,-0.521,5.004,10658,1
7/20/2012,85.87,16838300,1.284,0.613,2.595,12213,0
7/23/2012,84.8,13597800,1,0.468,3.670333,12213,0
7/24/2012,85.21,13948300,0.682,1.064,2.276,12213,0
7/25/2012,85.14,16566000,0.292,1.811,3.299667,12213,1
7/26/2012,85.56,19149300,-0.582,1.967,3.232333,12213,1
7/27/2012,86.59,24079300,-0.37,1.167,3.508667,10129,1
7/30/2012,87.28,11183500,1,0.985,1.976,10129,1
7/31/2012,87.37,12212200,1.06,0.886,2.180667,10129,0
8/1/2012,87.02,14312300,1.584,0.838,1.085333,10129,0
8/2/2012,86.1,14530100,1.498,0.228,0.496333,10129,0
8/3/2012,87.07,13982500,0.34,0.345,-0.113333,10563,1
8/6/2012,87.55,9626400,-0.33,1.575,2.428,10563,1
8/7/2012,87.88,12399800,-0.442,1.389,4.066,10563,1
8/8/2012,87.75,12864500,0.122,1.793,3.998667,10563,1
8/9/2012,87.84,12213700,1.316,1.677,2.894667,10563,1
8/10/2012,87.67,11149000,0.81,0.815,3.211333,11129,1
8/13/2012,88.1,8716300,0.508,0.224,1.269333,11129,1
8/14/2012,88.17,8675700,0.316,0.192,0.695,11129,1
8/15/2012,88.19,8510100,0.502,0.677,0.540333,11129,0
8/16/2012,88.19,11311300,0.356,1.706,0.957667,11129,1
8/17/2012,88.89,11177700,0.62,1.015,2.131,10099,1
8/20/2012,88.07,8813700,0.182,0.62,1.991,10099,0
8/21/2012,88.14,10767100,0.074,0.34,2.574333,10099,0
8/22/2012,87.2,10160400,-0.094,0.424,3.319333,10099,0
8/23/2012,87.79,9666300,-0.148,0.279,3.501,10099,1
8/24/2012,87.16,9762300,-1.12,0.36,2.567333,11605,1
8/27/2012,88.07,8252100,-0.37,-0.109,2.273333,11605,1
8/28/2012,87.57,9646800,-0.482,-0.219,2.013,11605,1
8/29/2012,88.07,8377300,0.586,-0.249,1.932,11605,1
8/30/2012,87.38,8915800,0.03,-0.259,1.308333,11605,0
8/31/2012,87.61,14178800,0.638,-1.106,1.491333,10351,0
9/4/2012,87.33,10602900,-0.422,-0.396,2.606333,10351,0
9/5/2012,87.52,10113100,-0.046,-0.549,2.26,10351,0
9/6/2012,87.89,15713500,-0.7,0.378,2.421667,10351,1
9/7/2012,89.27,15623900,0.208,-0.086,2.126667,10794,1
9/10/2012,89.82,10750700,0.522,0.805,1.21,10794,1
9/11/2012,89.75,9349400,1.238,0.038,0.587667,10794,0
9/12/2012,89.63,9982900,1.548,0.726,0.566333,10794,0
9/13/2012,89.71,19870900,1.622,0.371,1.006333,10794,1
9/14/2012,91.5,21388800,0.69,1.394,2.070333,12017,1
9/17/2012,91.92,11893700,0.616,1.674,1.314333,12017,1
9/18/2012,91.43,10950100,1.172,2.415,0.979667,12017,0
9/19/2012,91.48,16302100,1.698,2.678,0.789667,12017,0
9/20/2012,90.14,12238400,1.822,2.632,1.008,12017,1
9/21/2012,92.03,19599100,0.09,1.505,1.026,9642,1
9/24/2012,91.31,11023700,-0.406,1.155,1.32,9642,0
9/25/2012,92.11,14035800,0.078,1.465,1.004667,9642,1
9/26/2012,91.72,11616500,0.046,1.797,1.054667,9642,0
9/27/2012,91.83,10632700,1.518,1.885,1.135667,9642,1
9/28/2012,91.48,12507600,-0.316,0.152,1.262333,10097,0
10/1/2012,91.79,10343500,0.31,-0.353,0.655,10097,1
10/2/2012,92.12,9507800,-0.506,0.126,1.588333,10097,0
10/3/2012,91.65,10328100,-0.12,0.083,1.644,10097,0
10/4/2012,92.08,11507100,-0.136,1.536,2.725333,10097,1
10/5/2012,92.59,9890100,0.298,-0.284,2.285,9753,1
10/8/2012,92.15,8765200,0.208,0.499,3.089667,9753,1
10/9/2012,92.83,13799200,0.054,-0.221,2.334,9753,0
10/10/2012,91.8,15332500,0.606,0.208,2.980333,9753,0
10/11/2012,91.57,9789900,0.042,0.078,2.578,9753,0
10/12/2012,91.32,9943700,-0.678,0.365,3.377,10544,0
10/15/2012,91.35,10651100,-0.542,0.013,3.274667,10544,1
10/16/2012,91.89,9069300,-1.456,-0.346,3.695,10544,1
10/17/2012,92.62,10759100,-0.376,0.19,3.680333,10544,1
10/18/2012,92.97,11815500,0.326,-0.071,3.512333,10544,1
10/19/2012,93.57,15928100,1.038,-0.455,2.282,11166,0
10/22/2012,91.67,11445400,1.232,-0.055,1.806333,11166,0
10/23/2012,91.13,14085500,0.828,-0.784,1.966667,11166,0
10/24/2012,90.49,11332500,-0.342,0.051,2.105333,11166,0
10/25/2012,90.63,10387200,-1.394,0.166,2.036333,11166,0
10/26/2012,90.56,11583000,-2.604,0.342,0.219667,9932,0
10/31/2012,91.03,14848500,-1.01,0.271,-0.256333,9932,1
11/1/2012,90.25,15771900,-0.674,-0.303,0.209,9932,1
11/2/2012,91.76,12742400,0.25,-1.111,0.157333,9772,1
11/5/2012,90.04,11222600,0.188,-1.773,1.487333,9772,0
11/6/2012,90.86,12026500,0.298,-2.658,-0.432333,9772,1
11/7/2012,90.24,19423500,0.026,-0.812,0.277333,9772,0
11/8/2012,88.27,13743000,0.208,-0.673,-0.646,9772,0
11/9/2012,86.61,13407000,-2.2081,-0.34405,-0.411683,10027,0
11/12/2012,87.27,9004300,-1.1001,-0.75105,-0.655683,10027,1
11/13/2012,86.75,12260300,-2.5821,-0.99205,-0.455017,10027,0
11/14/2012,86.745,14524100,-2.9901,-1.87705,-0.931017,10027,0
11/15/2012,86.09,13783600,-1.4421,-1.60705,-1.452017,10027,0
11/16/2012,86.14,17405200,0.032,-3.66305,-1.168017,9885,1
11/19/2012,87.4,12911000,-0.78,-2.32505,-1.773017,9885,1
11/20/2012,87.51,10288100,-0.19,-3.44105,-2.434683,9885,1
11/21/2012,87.81,13905300,0.021,-3.23205,-2.163017,9885,1
11/23/2012,88.25,11931000,1.064,-1.27905,-2.998683,9993,1
11/26/2012,88.32,16423600,1.604,0.583,-2.070017,9993,1
11/27/2012,88.4,11841600,0.778,0.064,-1.92035,9993,0
11/28/2012,86.53,15959900,0.604,0.587,-1.797683,9993,0
11/29/2012,88.37,11579100,0.424,0.755,-1.92535,9993,1
11/30/2012,88.07,15522100,0.006,1.615,-2.57835,10506,0
12/3/2012,88.55,10937300,-0.254,1.765,-3.449683,10506,0
12/4/2012,87.38,11980000,-0.536,0.621,-3.99235,10506,0
12/5/2012,87.27,12717800,1.302,0.463,-4.802017,10506,1
12/6/2012,87.76,12077000,-0.612,0.186,-3.04935,10506,1
12/7/2012,88.17,10603100,-0.336,-0.255,-2.649017,10772,1
12/10/2012,88.58,11549400,-0.724,-0.374,-2.061683,10772,1
12/11/2012,88.61,12634600,0.606,-0.475,-2.250683,10772,1
12/12/2012,89.09,14729500,1.076,1.559,-2.228683,10772,1
12/13/2012,89.16,12290300,0.93,-0.146,-2.737683,10772,0
12/14/2012,88,13363600,0.636,0.2,-2.044017,10819,0
12/17/2012,88.36,15672500,0.122,-0.286,-3.67135,10819,1
12/18/2012,88.75,15396600,0.184,1.01,-1.998017,10819,1
12/19/2012,89.54,15092500,-0.182,1.357,-2.853683,10819,0
12/20/2012,88.38,15789000,-0.45472,0.93764,-2.33947,10819,0
12/21/2012,87.66,33057000,0.76728,0.61664,-0.345803,10273,0
12/24/2012,87.13,6385200,0.23728,0.06964,1.319547,10273,0
12/26/2012,87.21,10737800,-0.54272,-0.10936,0.64988,10273,0
12/27/2012,87.05,14258500,-1.83072,-0.78136,1.161547,10273,0
12/28/2012,86.1,13358700,-0.986,-1.11036,1.179547,9037,0
12/31/2012,85.04,19810800,-1.024,-0.29836,1.802213,9037,1
1/2/2013,87.79,16143700,-0.63,-0.81136,1.76588,9037,1
1/3/2013,88.46,13268200,-0.352,-1.21736,0.581213,9037,1
1/4/2013,88.5,11427900,0.104,-2.10836,0.500547,10436,1
1/7/2013,88.31,11799800,1.474,-0.896,0.249213,10436,0
1/8/2013,87.82,14226400,3.1,-0.272,-0.193453,10436,1
1/9/2013,88.4,10892200,0.736,0.383,-0.283787,10436,1
1/10/2013,88.75,13099600,-0.048,0.425,-0.379787,10436,1
1/11/2013,88.97,11645600,0.022,0.788,1.548547,9808,1
1/14/2013,89.46,9606700,0.342,2.013,-0.24112,9808,1
1/15/2013,89.16,9195400,1.162,3.521,0.107547,9808,1
1/16/2013,89.16,9645000,0.792,1.069,-0.32612,9808,1
1/17/2013,89.76,13400300,0.708,0.475,0.90588,9808,1
1/18/2013,90.09,17196000,0.708,0.6,1.116213,9891,1
1/22/2013,90.27,11897500,0.456,0.974,0.728547,9891,1
1/23/2013,90.5,10906800,1.024,1.763,0.41588,9891,1
1/24/2013,90.88,11100000,1.258,1.405,0.07588,9891,1
1/25/2013,91.57,11090600,1.034,1.376,0.14388,10203,1
1/28/2013,91.67,11617500,1.01,1.419,-0.244787,10203,0
1/29/2013,91.21,11700600,0.892,1.079,-0.259453,10203,1
1/30/2013,91.17,15645400,0.83,1.597,1.006547,10203,0
1/31/2013,90.69,15991500,0.444,1.711,0.73288,10203,0
2/1/2013,90.44,15699200,-0.522,1.161,0.379547,9330,0
2/4/2013,89.41,13347300,-0.96,0.815,-0.394453,9330,0
2/5/2013,89.88,11679700,-0.892,0.47,0.789333,9330,1
2/6/2013,89.37,11768700,-1.256,0.122,1.537667,9330,0
2/7/2013,89.21,13463300,-0.952,-0.349,2.153,9330,0
2/8/2013,88.5,11412300,-1.046,-1.349,2.117333,9579,0
2/11/2013,88.35,8764700,-0.302,-1.761,2.328667,9579,0
2/12/2013,88.25,9752100,-0.946,-1.584,3.326,9579,1
2/13/2013,88.46,8940300,-0.692,-1.874,4.498,9579,1
2/14/2013,88.34,13238900,-0.756,-1.594,1.818667,9579,1
2/15/2013,88.57,15696900,0.008,-1.489,1.142333,9616,1
2/19/2013,88.54,12158900,0.108,-0.627,1.096,9616,1
2/20/2013,89.14,13936400,0.416,-1.08,1.298,9616,1
2/21/2013,88.79,10939800,0.308,-0.647,1.822667,9616,0
2/22/2013,89.02,10260200,0.412,-0.607,1.246333,9738,1
2/25/2013,89.88,15302900,0.318,0.198,0.931667,9738,0
2/26/2013,88.5,15073200,0.216,0.257,0.665,9738,0
2/27/2013,88.5,11195200,-0.546,0.38,0.138333,9738,1
2/28/2013,89.67,14552000,-0.084,0.277,0.436667,9738,1
3/1/2013,89.07,11301600,-0.122,0.485,0.437333,9335,0
3/4/2013,89.13,10994000,-0.936,0.346,-0.164,9335,0
3/5/2013,89.48,13072600,0.694,0.435,-0.535667,9335,1
3/6/2013,89.6,13234400,0.914,-0.136,-0.755333,9335,1
3/7/2013,89.63,12905300,-0.25,0.273,-1.030667,9335,0
3/8/2013,89.01,11896300,0.182,0.055,-1.477,9735,0
3/11/2013,89.01,12454800,0.03,-0.828,-2.246333,9735,1
3/12/2013,89.45,11470000,-0.278,0.698,-2.432,9735,1
3/13/2013,89.02,10539900,-0.488,0.763,-2.037,9735,0
3/14/2013,89.41,13775500,-0.578,-0.434,-2.080333,9735,1
3/15/2013,89.2,29240100,0.266,0.194,-1.628333,8878,0
3/18/2013,88.74,11553700,0.346,0.128,-1.398333,8878,0
3/19/2013,88.89,11987900,-0.172,-0.24,-0.410667,8878,0
3/20/2013,88.95,11319000,0.142,-0.463,-0.899667,8878,0
3/21/2013,88.12,13447500,-0.374,-0.586,-0.426667,8878,0
3/22/2013,88.4,10786600,-0.496,-0.02,-0.320667,9723,1
3/25/2013,89.5,12900800,-0.052,0.012,0.424,9723,1
3/26/2013,89.41,12329600,-0.152,-0.442,0.587667,9723,1
3/27/2013,89.56,12350800,0.098,0.085,0.749333,9723,1
3/28/2013,90.64,17485200,1.318,-0.173,0.61,9723,1
4/1/2013,90.13,9414200,1.426,0.065,0.778,9723,1
4/2/2013,90.59,9991800,0.622,0.665,0.623,9723,1
4/3/2013,90.65,12197100,1.024,0.696,0.727,9723,0
