@relation 'testData (Autosaved)'

@attribute Date date "MM/dd/yyyy"
@attribute OPEN numeric
@attribute VOLUME numeric
@attribute AverageChangeLast-5 numeric
@attribute AverageChangeLast-10 numeric
@attribute AverageChangeLast-30 numeric
@attribute 'Crude Oil Imports(US)' numeric
@attribute DayToDay(Classifier) numeric

@data
4/4/2013,90.1,11582000,0.834,0.771,0.147333,9723,0
4/5/2013,88.61,12771600,-0.408,1.715,0.524,9832,0
4/8/2013,89.11,11013900,-0.118,1.519,0.308,9832,0
4/9/2013,88.69,10753400,-1.012,0.35,-0.572,9832,0
4/10/2013,88.45,14823700,-1.434,0.415,0.843667,9832,0
4/11/2013,88.95,14979900,-1.134,0.12,0.849333,9832,1
4/12/2013,88.88,11505100,0.246,-1.096,-0.331,9699,1
4/15/2013,88.29,19626200,-0.258,-0.698,0.250333,9699,0
4/16/2013,87.19,14578800,-0.26,-1.586,0.092333,9699,0
4/17/2013,86.21,17341200,-0.452,-2.043,-0.335667,9699,0
4/18/2013,86.28,14730400,-1.472,-1.878,-0.573333,9699,1
4/19/2013,87.27,18393300,-1.922,-0.703,-0.701333,9621,1
4/22/2013,87.61,11262000,-1.64,-1.359,-0.123333,9621,1
4/23/2013,88.39,15567700,-0.22,-0.99,-0.152667,9621,1
4/24/2013,89.45,13028800,1.298,-0.697,-0.588,9621,1
4/25/2013,88.89,16328700,1.898,-1.122,-0.149,9621,0
4/26/2013,87.81,10791800,1.198,-1.167,-0.578667,10529,0
4/29/2013,88.26,11093000,0.968,-0.676,-0.429667,10529,1
4/30/2013,88.26,14572600,0.212,0.596,-0.008333,10529,1
5/1/2013,88.52,11616500,-0.91,1.814,-0.151,10529,0
5/2/2013,87.98,11330100,-0.734,1.887,-0.246667,10529,1
5/3/2013,89,13036600,0.458,1.098,0.583333,10213,1
5/6/2013,90.25,10613400,0.412,1.015,0.365,10213,1
5/7/2013,90.62,11088900,0.886,0.484,-0.692,10213,1
5/8/2013,91.05,13638300,1.058,-0.391,-0.531,10213,1
5/9/2013,91.14,13771900,2.436,0.396,-0.628667,10213,0
5/10/2013,90.87,10975400,1.896,1.772,-1.693667,9559,0
5/13/2013,89.8,9810100,0.67,1.536,-1.182667,9559,0
5/14/2013,90.15,9890300,0.204,1.725,-1.665,9559,1
5/15/2013,90.64,10399400,-0.234,1.677,-1.707333,9559,1
5/16/2013,90.8,10469600,-0.416,2.59,-1.113667,9559,1
5/17/2013,91.07,12721300,-0.212,1.777,0.407333,10403,1
5/20/2013,91.61,12417700,1.182,0.701,-0.001,10403,1
5/21/2013,92.67,12519900,1.316,0.525,0.549667,10403,1
5/22/2013,92.83,19253300,1.164,0.26,0.924,10403,0
5/23/2013,91.7,15357300,1.194,0.219,0.541,10403,0
5/24/2013,91.38,12771900,1.142,0.565,0.696667,10090,0
5/28/2013,92.94,15197800,0.556,1.774,1.371333,10090,1
5/29/2013,91.76,11563200,-0.532,1.652,2.667667,10090,0
5/30/2013,91.97,9734700,-0.836,1.259,3.83,10090,1
5/31/2013,91.95,17917400,0.274,1.184,3.960333,9311,0
6/3/2013,90.53,14177500,0.33,0.891,3.098667,9311,0
6/4/2013,91.18,12481300,-1.244,0.321,2.892333,9311,1
6/5/2013,90.68,12888000,-0.382,-0.912,2.202333,9311,0
6/6/2013,89.45,15393300,-1.078,-1.387,1.154,9311,0
6/7/2013,90.89,12504700,-1.43,-0.453,1.740667,9977,1
6/10/2013,91.93,10372300,0.186,-0.167,2.933333,9977,1
6/11/2013,90.38,10739400,-0.532,-1.768,2.587333,9977,0
6/12/2013,91.13,10864500,-0.098,-0.78,2.662333,9977,0
6/13/2013,89.63,13501300,1.15,-1.224,2.427333,9977,1
6/14/2013,91.16,12158400,-0.07,-1.28,3.094667,10208,1
6/17/2013,90.97,12026400,-1.284,0.151,2.139667,10208,1
6/18/2013,91.36,10678200,0.344,-0.494,0.939333,10208,1
6/19/2013,91.79,14189500,-0.112,0.12,0.614333,10208,0
6/20/2013,90.24,21077700,1.64,1.485,0.179333,10208,0
6/21/2013,89.76,25493800,-0.346,-0.073,0.001,10952,0
6/24/2013,88.95,17653000,-0.376,-1.31,0.219333,10952,0
6/25/2013,89.58,15790100,-1.372,-0.024,1.234,10952,1
6/26/2013,89.42,14446000,-2.366,-0.909,0.851,10952,1
6/27/2013,90.24,12348000,-1.056,0.597,0.317333,10952,1
6/28/2013,89.85,22984200,-0.378,-1.062,0.117333,9150,1
7/1/2013,90.39,13182200,0.606,-0.895,-0.164333,9150,1
7/2/2013,90.37,12320700,0.34,-1.406,-0.753,9150,1
7/3/2013,90.63,5674000,0.806,-1.965,-1.875667,9150,1
7/5/2013,91.1,8917900,0.164,-0.446,-2.106,9060,1
7/8/2013,91.96,12086700,0.86,0.286,-0.996667,9060,1
7/9/2013,92.64,12940000,0.7,1.373,-0.661333,9060,1
7/10/2013,93.28,12430000,1.328,1.229,-2.161,9060,1
7/11/2013,93.8,16184700,1.504,1.76,-0.966333,9060,0
7/12/2013,93.25,11370300,1.55,1.287,-1.136667,9903,0
7/15/2013,93.19,8256200,1.056,2.013,-1.073,9903,0
7/16/2013,93.19,11413500,0.576,1.763,0.439667,9903,1
7/17/2013,93.56,9393300,-0.072,2.083,-0.149,9903,1
7/18/2013,93.8,10555400,-0.464,2.105,0.44,9903,1
7/19/2013,94.69,14431700,0.308,2.004,1.827667,10011,1
7/22/2013,94.87,9530400,0.722,1.504,0.552333,10011,1
7/23/2013,94.86,7377400,1.038,1.082,-0.375,10011,1
7/24/2013,95.31,8222800,1.048,0.628,1.311,10011,1
7/25/2013,94.69,10059800,1.114,0.325,0.712,10011,0
7/26/2013,94.77,9721000,0.342,1.045,2.386333,10208,1
7/29/2013,94.51,8844700,0.086,1.244,0.971667,10208,0
7/30/2013,94.22,10470700,-0.064,1.322,1.276667,10208,0
7/31/2013,93.93,14400800,-0.792,1.003,0.963333,10208,0
8/1/2013,92.69,23117700,-0.42,0.792,0.594,10208,0
8/2/2013,92.46,14408600,-0.948,-0.263,2.201667,10149,0
8/5/2013,91.42,12625900,-1.256,-0.765,2.778333,10149,0
8/6/2013,91.33,11689200,-1.454,-1.079,3.658667,10149,1
8/7/2013,91.18,8163800,-1.632,-1.902,3.128333,10149,1
8/8/2013,91.93,11529500,-0.874,-1.647,3.362667,10149,1
8/9/2013,91.2,9467800,-0.834,-2.046,2.608667,9691,0
8/12/2013,90.43,10133700,-0.04,-2.193,3.021333,9691,0
8/13/2013,89.85,10892700,-0.29,-2.317,2.466,9691,0
8/14/2013,89.34,9797300,-0.554,-2.468,2.456,9691,0
8/15/2013,88.66,11273400,-1.782,-1.708,2.139667,9691,0
8/16/2013,88.01,11872500,-1.776,-1.935,1.585333,9688,0
8/19/2013,87.82,11745600,-1.568,-1.299,0.603333,9688,0
8/20/2013,87.13,16498800,-1.582,-1.676,-0.254333,9688,0
8/21/2013,86.95,12766900,-1.586,-1.99,-1.111333,9688,0
8/22/2013,86.58,10199900,-1.412,-3.232,-1.844667,9688,1
8/23/2013,87.15,9206400,-0.998,-2.982,-1.504333,10405,1
8/26/2013,87.5,10654700,-0.886,-2.532,-1.640333,10405,0
8/27/2013,86.62,13960200,-0.162,-2.232,-1.845667,10405,0
8/28/2013,87.28,17738800,0.016,-1.98,-2.431667,10405,1
8/29/2013,88.63,11407800,0.87,-1.311,-2.825667,10405,0
8/30/2013,87.39,12480400,0.358,-0.75,-3.952667,10206,0
9/3/2013,87.7,10546700,-0.064,-0.635,-4.399667,10206,0
9/4/2013,87.01,9822300,0.828,0.078,-4.645667,10206,1
9/5/2013,88.06,11740100,0.356,0.351,-5.343667,10206,1
9/6/2013,87.49,12950600,-1.292,0.814,-4.978333,9523,0
9/9/2013,87.34,9297000,-0.056,0.271,-5.315667,9523,1
9/10/2013,88.4,11823100,-0.19,-0.027,-5.280667,9523,1
9/11/2013,87.88,11201200,0.634,0.926,-5.197667,9523,1
9/12/2013,88.59,10917200,-0.2,0.468,-5.073333,9523,1
9/13/2013,88.15,8254200,0.496,-0.968,-4.025667,9465,0
9/16/2013,88.88,9421300,0.876,0.385,-3.94,9465,1
9/17/2013,88.71,8941200,-0.058,0.226,-3.009333,9465,1
9/18/2013,88.91,15134700,0.686,1.095,-3.007667,9465,1
9/19/2013,89.64,11757500,0.124,0.227,-2.920667,9465,1
9/20/2013,89.53,20651100,0.824,0.99,-3.739333,10076,0
9/23/2013,88.29,12227700,0.146,1.281,-3.113333,10076,0
9/24/2013,87.59,12129200,0.132,0.192,-2.442333,10076,0
9/25/2013,87.59,13577400,-0.384,0.666,-1.946667,10076,0
9/26/2013,87.4,9787100,-1.602,-0.214,-1.512,10076,0
9/27/2013,86.85,10867100,-1.934,0.135,-0.894667,10150,0
9/30/2013,86.06,17486100,-1.046,-0.745,-0.286667,10150,0
10/1/2013,85.99,11885100,-0.688,-0.838,-0.159,10150,0
10/2/2013,85.75,11841400,-0.96,-1.332,0.500333,10150,1
10/3/2013,86.04,13923400,-0.982,-2.412,0.655333,10150,0
10/4/2013,86.31,11325500,-0.746,-2.68,0.994667,10037,1
10/7/2013,85.57,10985800,-0.072,-1.674,0.402667,10037,0
10/8/2013,85.86,15335700,-0.03,-1.159,-0.001333,10037,0
10/9/2013,85.35,13575100,0.112,-1.344,0.826,10037,0
10/10/2013,85.52,17532400,-0.362,-1.352,0.110667,10037,1
10/11/2013,85.9,12661800,-0.524,-0.905,-1.332667,10122,1
10/14/2013,86.51,9742100,0.342,-0.11,-0.103333,10122,1
10/15/2013,87.47,12018000,0.392,0.116,-0.398667,10122,1
10/16/2013,87.48,11668100,1.158,0.435,0.279333,10122,0
10/17/2013,87.13,10438200,1.418,0.268,-0.785667,10122,0
10/18/2013,87.69,12425100,1.326,0.196,-0.211333,9389,1
10/21/2013,87.5,10730900,0.836,1.059,-0.051333,9389,0
10/22/2013,87.29,12710600,-0.198,0.902,-1.138333,9389,1
10/23/2013,87.52,11449100,0.03,1.659,-0.613,9389,1
10/24/2013,87.98,12288900,0.44,1.734,-1.364,9389,1
10/25/2013,88.23,11382000,0.068,1.592,-0.909333,9595,0
10/28/2013,87.83,9921900,0.342,1.084,-1.653667,9595,0
10/29/2013,88.45,10340000,0.752,0.187,-1.498333,9595,1
10/30/2013,88.97,14305900,0.712,0.391,-1.698667,9595,1
10/31/2013,89.45,19185200,0.492,0.891,-2.454333,9595,1
11/1/2013,89.74,19023500,0.482,0.545,-2.333,9301,1
11/4/2013,90,20591600,1.252,0.962,-1.054333,9301,1
11/5/2013,91.34,21122500,1.406,1.659,-0.209333,9301,1
11/6/2013,92.42,13464600,1.498,1.83,-0.055,9301,1
11/7/2013,92.64,16572100,1.9,1.931,0.337667,9301,0
11/8/2013,91.8,12330100,2.078,2.035,1.050667,9803,1
11/11/2013,92.85,7924700,2.4,2.911,2.035,9803,1
11/12/2013,92.67,10727300,1.232,2.764,2.335667,9803,0
11/13/2013,92.22,9280000,0.288,2.618,2.798,9803,0
11/14/2013,92.68,7909200,-0.058,2.516,2.725,9803,1
11/15/2013,94.15,18374500,1.034,2.586,2.712333,9442,1
11/18/2013,95.98,14243700,0.492,2.871,3.750667,9442,1
11/19/2013,95.4,12697300,1.17,1.866,3.779,9442,0
11/20/2013,95.75,10455400,2.17,1.129,4.619333,9442,0
11/21/2013,94.85,9128400,2.128,1.055,4.766667,9442,0
11/22/2013,94.96,8534700,0.952,2.168,4.675,9496,1
11/25/2013,95.21,10515100,-0.93,1.346,4.333667,9496,1
11/26/2013,94.75,11857900,-0.422,1.739,3.623333,9496,0
11/27/2013,94.36,8828100,-1.002,2.349,3.862667,9496,0
11/29/2013,93.65,6770500,-0.278,2.01,4.429,9786,0
12/2/2013,93.27,9310500,-0.63,0.566,4.069,9786,0
12/3/2013,93.6,12599500,-1.178,-1.439,4.458,9786,1
12/4/2013,94.19,13074000,-0.858,-0.965,4.906667,9786,1
12/5/2013,94.07,10586000,-0.388,-1.39,4.899667,9786,0
12/6/2013,94.97,12063400,0.388,-0.545,4.657,8413,1
12/9/2013,95.95,15516700,1.202,-0.559,4.648,8413,1
12/10/2013,95.9,9868100,1.336,-0.726,5.310333,8413,0
12/11/2013,95.38,12811800,1.01,-0.204,4.939667,8413,0
12/12/2013,94.5,15562600,1.048,0.185,4.597333,8413,0
12/13/2013,95.13,10629500,0.394,1.051,4.335667,9739,1
12/16/2013,96.28,23226000,-0.654,1.614,4.235333,9739,1
12/17/2013,97.02,14920900,-0.328,1.654,4.222,9739,1
12/18/2013,97.43,21331300,0.4,1.3,3.037,9739,1
12/19/2013,99.5,12905900,2.336,1.907,2.208667,9739,1
12/20/2013,99.39,23331000,2.52,1.537,2.195667,9145,0
12/23/2013,99,10127600,2.044,0.86,3.259667,9145,0
12/24/2013,98.33,4168300,1.562,1.177,2.402333,9145,1
12/26/2013,99.42,9531200,1.646,2.048,2.791,9145,1
12/27/2013,101.24,10209000,-0.152,3.592,3.515333,8818,1
12/30/2013,101.53,9007900,0.374,3.577,3.352667,8818,0
12/31/2013,100.49,8509600,1.09,2.927,2.119,8818,0
1/2/2014,100.18,11028100,2.298,2.585,0.486667,8818,0
1/3/2014,99.77,9295600,1.314,2.475,1.21,9383,0
1/6/2014,99.94,11848500,-0.784,0.402,0.996333,9383,0
1/7/2014,99.61,11187000,-1.444,0.535,2.062333,9383,1
1/8/2014,101.19,11180400,-0.252,1.164,2.165,9383,1
1/9/2014,100.2,11674300,-0.034,2.057,2.106,9383,0
1/10/2014,99.99,10535400,0.378,1.021,2.721667,8267,1
1/13/2014,99.91,12110900,0.41,-0.837,3.32,8267,0
1/14/2014,98.8,9265000,0.518,-1.423,4.188333,8267,0
1/15/2014,99.16,9425500,-1.452,-0.502,4.756333,8267,0
1/16/2014,98.79,9421700,-0.854,-0.434,4.601667,8267,0
1/17/2014,99.18,15998000,-0.808,-0.105,4.163333,9203,1
1/21/2014,98.57,13847300,-1,-0.31,4.433,9203,0
1/22/2014,98.88,11642800,0.1,-0.096,3.678667,9203,0
1/23/2014,97.25,15393200,-0.508,-1.995,2.773,9203,0
1/24/2014,96.18,14584300,-0.5,-1.382,2.860667,9914,0
1/27/2014,95.075,12474600,-1.708,-1.663,3.352,9914,0
1/28/2014,95.35,10773600,-1.946,-2.143,4.254,9914,1
1/29/2014,94.93,13191500,-2.826,-1.323,3.633667,9914,0
1/30/2014,94,14628400,-1.75,-2.084,2.477,9914,0
1/31/2014,92.85,17361400,-1.276,-2.193,1.629333,8849,0
2/3/2014,91.915,20377900,-0.709,-3.261,1.066333,8849,0
2/4/2014,90.37,17414400,-1.958,-3.562,-1.32,8849,0
2/5/2014,90.305,16393600,-2.664,-4.72,-1.523667,8849,0
2/6/2014,89.51,13646100,-2.84,-3.92,-1.437,8849,0
2/7/2014,90.12,12573800,-2.528,-3.567,-1.057333,9700,1
2/10/2014,90.45,12237700,-1.909,-2.889,-2.435333,9700,0
2/11/2014,89.56,13422800,-0.47,-3.704,-4.634667,9700,1
2/12/2014,91.01,10752400,-0.241,-3.765,-5.280333,9700,1
2/13/2014,90.59,9775300,0.854,-3.238,-4.548,9700,1
2/14/2014,91.78,18260400,0.57,-2.344,-4.563667,9077,1
2/18/2014,94.07,12979300,0.946,-1.214,-4.341667,9077,1
2/19/2014,93.8,12227800,2.746,0.733,-4.693,9077,0
2/20/2014,93.85,14424300,1.918,1.191,-4.553333,9077,1
2/21/2014,95.48,11282200,3.196,2.565,-6.323333,8638,1
2/24/2014,95.61,16012500,2.726,2.478,-5.523667,8638,1
2/25/2014,96.54,10663000,0.902,2.734,-5.424333,8638,1
2/26/2014,96.56,9087600,1.62,4.303,-5.484667,8638,0
2/27/2014,95.58,9101200,1.938,3.348,-4.466667,8638,0
2/28/2014,95.96,12651400,0.402,4.244,-4.936,9014,1
3/3/2014,95.76,11896700,0.52,3.538,-4.649667,9014,0
3/4/2014,96.59,12566100,-0.598,1.387,-5.154333,9014,1
3/5/2014,95.2,19829600,-0.576,1.902,-4.632333,9014,0
3/6/2014,93.67,12610400,0.006,1.837,-5.099,9014,0
3/7/2014,94.37,12659100,-0.79,0.046,-3.606333,9155,1
3/10/2014,95.15,9964500,-0.846,-0.088,-2.602333,9155,1
3/11/2014,95.36,12143600,-1.676,-1.112,-1.475667,9155,0
3/12/2014,93.64,9705400,-0.788,-1.362,-1.781,9155,0
3/13/2014,94.44,9872500,0.824,-0.54,-1.409,9155,0
3/14/2014,93.58,11723300,0.1,-1.14,-0.528,9124,0
3/17/2014,93.95,8676100,-0.984,-1.22,0.604667,9124,1
3/18/2014,94.41,8757300,-1.43,-2.168,1.611667,9124,1
3/19/2014,94.65,9914700,0.43,-0.959,3.312,9124,0
3/20/2014,93.44,10405000,-0.466,0.564,3.500667,9124,0
3/21/2014,95.1,24479800,0.582,-0.054,4.462333,9504,1
3/24/2014,94.76,9539800,0.38,-0.902,4.002667,9504,0
3/25/2014,95.1,9796600,-0.016,-1.198,3.808,9504,1
3/26/2014,95.56,11033300,-0.216,0.612,4.877667,9504,0
3/27/2014,94.61,15427500,1.188,-0.139,3.556333,9504,1
3/28/2014,96.47,12321800,-0.14,0.981,4.148333,8501,1
3/31/2014,98.49,12375200,0.878,1.034,3.167333,8501,1
4/1/2014,97.65,9475300,1.146,0.91,0.996333,8501,0
4/2/2014,97.53,9551000,1.25,0.972,1.388333,8501,1
4/3/2014,97.83,10113000,2.85,2.604,1.471667,8501,1
4/4/2014,98.3,12496100,1.328,1.279,-0.073,9119,0
4/7/2014,97.25,10120700,-0.76,1.924,-0.125333,9119,0
4/8/2014,97.01,10243000,-0.1,1.798,-1.044,9119,1
4/9/2014,97.75,10463900,-0.036,1.592,-1.026,9119,1
4/10/2014,96.98,13443400,-0.46,2.805,0.005333,9119,0
4/11/2014,96.51,13352500,-1.16,0.999,-0.343333,10289,0
4/14/2014,97.49,9610200,-0.238,-1.119,-0.128333,10289,1
4/15/2014,97.58,12961600,0.218,-0.261,-0.879667,10289,1
4/16/2014,99.05,12508100,-0.276,-0.046,0.582333,10289,1
4/17/2014,99.69,15439800,1.016,-0.147,2.317,10289,1
4/21/2014,100.03,8002100,2.214,-0.368,1.839,10289,1
4/22/2014,100.53,8212100,2.076,1.039,1.257,10289,1
4/23/2014,100.59,8686000,2.488,1.638,1.209333,10289,0
4/24/2014,100.48,9057800,1.382,1.203,3.145667,10289,0
4/25/2014,99.99,10391500,0.756,2.241,2.539,9328,0
4/28/2014,100.72,12710800,0.414,3.074,3.624667,9328,1
4/29/2014,101.57,10094600,-0.038,2.539,3.511333,9328,1
4/30/2014,101.13,13966700,0.118,2.808,3.289,9328,1
5/1/2014,101.96,11161700,0.61,1.711,3.305667,9328,1
5/2/2014,101.28,11168100,1.38,1.218,4.771667,8857,1
5/5/2014,101.69,7614200,0.97,1.037,3.359333,8857,1
5/6/2014,102.6,9669800,0.468,0.735,3.986,8857,1
5/7/2014,103.12,11007400,1.152,0.905,3.913667,8857,1
5/8/2014,103.09,8922500,0.462,1.276,3.727,8857,0
5/9/2014,101.71,8948800,1.324,1.997,4.931,9292,0
5/12/2014,102.33,8830500,0.902,1.421,3.261333,9292,1
5/13/2014,102.18,7528800,-0.144,0.677,1.392333,9292,1
5/14/2014,102.36,6999200,-0.726,1.208,2.388333,9292,1
5/15/2014,102,13658700,-0.86,0.366,2.660333,9292,0
5/16/2014,100.59,10369200,0.212,0.983,2.454667,8709,0
5/19/2014,100.42,5851400,-0.65,0.446,2.078333,8709,1
5/20/2014,100.69,6134100,-0.772,-0.668,3.245333,8709,1
5/21/2014,100.85,7747900,-1.29,-1.388,3.615,8709,1
5/22/2014,101.81,5304300,-0.982,-1.466,3.027667,8709,1
5/23/2014,101.55,5410900,0.572,-0.168,3.936667,9826,0
5/27/2014,101.61,8359700,0.858,-0.851,4.558,9826,0
5/28/2014,101.23,7586700,0.686,-0.788,3.732667,9826,0
5/29/2014,101.54,6113700,0.604,-1.098,3.749333,9826,1
5/30/2014,100.8,11499000,-0.508,-0.84,2.365667,9458,0
6/2/2014,100.53,7761300,-0.442,0.545,1.745333,9458,0
6/3/2014,99.59,9384200,-0.778,0.635,1.389333,9458,0
6/4/2014,100.21,7148800,-0.592,0.317,0.871333,9458,1
6/5/2014,100.1,12296100,-1.106,0.094,0.800333,9458,1
6/6/2014,100.61,9340900,-0.51,-1.014,0.912,8828,1
6/9/2014,101.45,6404800,-0.026,-0.744,1.455,8828,1
6/10/2014,101.48,7917500,1.23,-0.784,0.762,8828,1
6/11/2014,101.19,10270300,0.824,-0.394,-0.078333,8828,1
6/12/2014,102.46,11421000,1.316,-0.615,0.378333,8828,1
6/13/2014,101.93,8240300,1.028,0.164,-0.476667,9272,1
6/16/2014,102.57,8977600,0.398,0.646,0.244667,9272,1
6/17/2014,102.58,9355400,0.648,1.884,-0.135,9272,0
6/18/2014,102.57,9575100,1.13,1.467,-1.061333,9272,1
6/19/2014,102.61,11105600,0.016,1.846,-1.579333,9272,1
6/20/2014,103.28,17674400,0.74,1.544,-1.565333,8953,1
6/23/2014,104.11,8553700,0.336,0.927,-0.135,8953,1
6/24/2014,104.18,9708400,0.618,1.183,-0.674,8953,0
6/25/2014,102.34,10714800,0.69,1.6,-0.507333,8953,0
6/26/2014,101.94,8424200,0.532,0.349,-0.694667,8953,0
6/27/2014,101.67,15147400,-0.258,0.916,-0.343333,8800,0
6/30/2014,101.21,9536500,-1.612,0.132,1.081,8800,0
7/1/2014,101.15,8399600,-2.422,-0.102,1.249,8800,1
7/2/2014,101.15,6954400,-0.856,-0.198,0.995333,8800,1
7/3/2014,101.95,6922600,-0.57,-0.354,0.865333,8800,1
7/7/2014,102.33,7979600,-0.188,-1.028,-0.076,8800,1
7/8/2014,102.33,9613600,0.56,-1.976,0.222333,8800,1
7/9/2014,102.96,7655300,1.05,-2.201,0.212667,8800,1
7/10/2014,102.88,8533700,1.488,-0.279,0.665667,8800,0
7/11/2014,102.4,7680800,0.888,0.164,0.406,9102,0
7/14/2014,102.17,8253100,0.338,0.405,1.161667,9102,1
7/15/2014,102.53,8755800,0.344,1.012,1.503333,9102,1
7/16/2014,102.56,8870200,-0.374,1.243,2.525,9102,1
7/17/2014,103.38,8145700,-0.25,1.484,2.017667,9102,0
7/18/2014,102.69,8208300,0.178,0.758,2.203333,9195,0
7/21/2014,102.36,6632400,0.606,0.392,1.766,9195,1
7/22/2014,103.64,7426300,0.326,0.435,0.975333,9195,1
7/23/2014,103.64,7007200,0.526,-0.124,1.012667,9195,1
7/24/2014,104.42,7943000,-0.198,0.026,1.395667,9195,1
7/25/2014,103.93,7775500,0.886,0.677,0.203333,9419,0
7/28/2014,103.73,9197800,1.306,1.051,0.784,9419,0
7/29/2014,104.21,8055400,0.06,0.748,0.164,9419,0
7/30/2014,103.73,11072100,0.062,0.834,0.175,9419,0
7/31/2014,101.98,18291800,-0.918,-0.038,0.212667,9419,0
8/1/2014,98.62,14915000,-1.496,0.315,0.046333,8862,0
8/4/2014,98.74,12148200,-2.172,0.252,-0.751333,8862,1
8/5/2014,99.48,13069400,-3.276,-1.323,-1.704667,8862,0
8/6/2014,98.2,9911300,-3.866,-1.857,-1.980667,8862,0
8/7/2014,99.77,10017100,-2.97,-3.164,-0.265667,8862,1
8/8/2014,98.81,11199300,0.256,-3.275,0.005333,9763,0
8/11/2014,99.28,8589600,0.324,-3.419,0.199,9763,0
8/12/2014,98.21,9583700,-0.696,-4.351,0.576333,9763,0
8/13/2014,98.82,7649600,0.642,-4.377,0.563333,9763,1
8/14/2014,99.1,6547300,-0.906,-3.043,0.487667,9763,1
8/15/2014,99.24,9226900,0.218,0.332,-0.395,9737,0
8/18/2014,99.28,7135400,-0.394,0.235,-0.893667,9737,1
8/19/2014,99.5,8888100,0.834,-0.566,-0.998,9737,1
8/20/2014,99.55,6751800,0.424,0.843,-1.739333,9737,1
8/21/2014,99.8,6826200,0.266,-0.655,-1.787667,9737,0
8/22/2014,98.89,8095000,0.164,0.406,-1.417333,8881,0
8/25/2014,98.81,7569800,0.018,-0.188,-1.295333,8881,0
8/26/2014,99.12,8518400,-0.356,0.884,-1.786333,8881,1
8/27/2014,99.78,5848700,-0.376,0.389,-1.908,8881,1
8/28/2014,99.04,6062300,-0.66,0.153,-2.869333,8881,0
8/29/2014,99.38,8873700,0.308,0.061,-2.270667,9651,1
9/2/2014,99.43,8957100,0.58,0.064,-2.049667,9651,0
9/3/2014,98.86,8475100,0.218,-0.259,-3.482667,9651,0
9/4/2014,99,9647200,-0.548,-0.347,-3.630333,9651,0
9/5/2014,98.74,9476900,-0.042,-0.731,-4.606667,9259,1
9/8/2014,98.92,10061300,-0.444,0.177,-4.284,9259,0
9/9/2014,97.69,9756400,-0.832,0.184,-4.264333,9259,0
9/10/2014,97.36,12103500,-0.482,-0.262,-4.939667,9259,0
9/11/2014,96.32,10181100,-1.082,-1.205,-4.684333,9259,0
9/12/2014,96.53,10257500,-1.088,-0.715,-3.141667,9614,0
9/15/2014,95.73,10689400,-1.964,-1.434,0.113,9614,0
9/16/2014,96.23,11574100,-1.03,-1.801,-0.090667,9614,1
9/17/2014,97.91,8774200,-0.692,-1.337,-0.920667,9614,1
9/18/2014,97.15,8636600,0.402,-1.68,0.322,9614,0
9/19/2014,97.08,18178100,0.108,-1.595,-1.327,8504,0
9/22/2014,96.9,8795439,1.176,-1.989,-0.405333,8504,0
9/23/2014,96.28,10286543,0.726,-0.882,-0.982,8504,0
9/24/2014,95.87,12164107,-1.234,-0.688,-0.002,8504,0
9/25/2014,95.66,12780573,-0.726,0.253,-0.701,8504,0
9/26/2014,94.33,11256807,-1.128,-0.235,-1.142333,8550,0
9/29/2014,94.71,14022892,-1.286,0.53,-1.404333,8550,1
9/30/2014,94.11,15578303,-1.088,-0.156,-1.597667,8550,0
10/1/2014,94.11,14028087,-1.074,-2.174,-2,8550,0
10/2/2014,92.39,13756563,-1.456,-1.836,-2.271,8550,0
10/3/2014,93.6,11570812,-0.316,-2.097,-2.734333,9197,1
10/6/2014,94.01,10599719,-0.998,-2.237,-2.003,9197,1
10/7/2014,94.27,10787852,-0.38,-1.819,-2.055667,9197,0
10/8/2014,93.42,15592429,-0.516,-1.675,-2.545,9197,1
10/9/2014,94.05,17916151,1.554,-1.586,-3.372667,9197,0
10/10/2014,92.44,18173052,0.048,-0.499,-2.889667,9113,0
10/13/2014,91.32,14451647,-0.826,-1.262,-3.495333,9113,0
10/14/2014,91.49,23121774,-1.822,-1.021,-3.832667,9113,0
10/15/2014,89,24704546,-1.536,-1.371,-3.527333,9113,0
10/16/2014,88.58,25212794,-3.044,0.085,-3.963667,9113,1
10/17/2014,91.13,18194303,-1.678,-1.395,-3.962333,8747,1
10/20/2014,90.63,10825569,-0.636,-2.076,-4.410667,8747,1
10/21/2014,92.86,15756150,-0.62,-2.611,-3.380667,8747,1
10/22/2014,93.96,12742747,2.49,-1.733,-3.175333,8747,1
10/23/2014,94.31,11349908,3.492,-2.511,-2.258,8747,1
10/24/2014,94.19,9738994,1.644,-0.672,-2.565333,8768,1
10/27/2014,93.85,11393344,2.8,0.737,-1.808333,8768,0
10/28/2014,94.44,12570452,0.958,0.854,-2.394333,8768,1
10/29/2014,95.42,12410105,0.148,3.799,-4.152,8768,1
10/30/2014,93.87,9766074,0.09,4.656,-3.475,8768,0
10/31/2014,94.99,17493736,0.278,2.491,-3.477,8607,1
11/3/2014,96.56,13403922,1.062,3.541,-3.310667,8607,1
11/4/2014,94.5,13495991,0.782,1.66,-2.733333,8607,0
11/5/2014,95.36,12479257,-0.314,0.647,-2.373667,8607,1
11/6/2014,95.18,14729148,1.332,0.491,-2.188667,8607,1
11/7/2014,95.8,13233484,0.574,0.826,-0.791667,8649,1
11/10/2014,96.87,9087594,-1.02,1.376,-1.133,8649,1
